zone_risk,hour,anomaly_score,crime_index,weather_risk,safety_score
67.5774,21,0.228743,38.468,9.5772,67.3722
103.0428,19,0.045585,81.3494,26.7659,40.5341
78.8994,0,0.096404,71.5555,10.5748,46.0152
103.7795,0,0.244023,81.062,19.8843,34.1959
26.4332,8,0.117593,14.1787,29.377,84.1995
82.9562,2,0.022712,68.3391,54.9128,41.3832
15.813,18,0.188439,16.4822,21.8775,78.4689
100.586,2,0.103616,86.0052,29.0533,33.6404
95.436,7,0.262006,86.702,46.384,42.6373
93.2783,10,0.065697,39.5503,34.5637,51.2994
75.0752,18,0.078204,60.5008,89.8499,41.9407
20.6521,14,0.212226,93.1691,72.9869,52.232
61.1077,21,0.059566,51.5741,73.4116,57.1576
92.0079,2,0.225118,77.4543,55.6657,28.8428
87.2451,8,0.095285,54.9668,13.5974,50.322
96.3792,15,0.09283,92.3142,76.3896,38.3325
16.6149,4,0.206347,30.3414,58.0329,69.9507
35.4,19,0.154051,21.3834,33.9335,77.9051
22.7137,7,0.212847,2.8664,11.8742,79.9736
50.0542,16,0.214385,30.074,86.1502,56.2586
96.2483,12,0.179683,96.6545,35.7008,30.6417
1.784,10,0.160876,60.9938,14.2114,72.4802
45.9269,18,0.20467,40.6573,72.0586,66.4584
83.8531,1,0.013162,63.8327,28.7934,53.4175
15.6712,20,0.17783,16.2075,9.3812,88.7804
83.9998,1,0.113579,57.0392,9.7929,42.2123
12.0359,14,0.016759,95.6452,36.9406,63.9667
101.5967,20,0.110288,79.7526,46.5197,39.656
59.3648,19,0.045835,71.1618,63.287,60.9663
95.4524,19,0.140146,87.2092,45.1007,40.5083
39.5769,19,0.100821,81.573,87.8636,52.8245
97.2764,8,0.218053,87.8302,83.5172,33.1523
52.2019,14,0.102476,41.6755,31.6591,71.5747
77.1213,12,0.039079,60.6123,93.0794,42.8578
83.1289,13,0.211669,66.4353,9.9433,50.3545
80.4618,16,0.34175,55.6677,67.1535,37.0488
101.4012,20,0.213056,84.7329,32.3171,39.1372
36.605,14,0.190897,25.7115,97.8313,64.0915
104.5104,12,0.607748,82.0439,34.1646,28.5084
9.7141,23,0.052282,8.6287,32.9924,84.28
83.9949,12,0.241598,58.8622,57.881,55.9097
99.1886,11,0.187519,82.4055,25.3017,46.7807
104.1762,16,0.004118,83.6485,73.9581,37.8546
13.5687,16,0.158544,34.2763,98.6473,71.7496
75.1517,8,0.178603,70.9169,22.6705,53.9982
82.0066,7,0.129342,70.1242,92.5866,42.6946
12.3807,21,0.045668,57.3598,9.3542,75.3181
17.6562,12,0.234992,22.1279,33.2007,79.2415
80.8175,13,0.056896,52.216,0.9177,68.1752
15.3158,6,0.208694,30.5717,60.41,75.4345
75.913,18,0.134326,58.8801,82.7726,46.9162
98.8544,17,0.046313,31.8476,5.0217,60.3756
29.5494,7,0.042552,22.0266,49.5223,78.4232
7.5136,14,0.219879,38.6235,91.5209,72.0886
77.374,13,0.13359,59.0603,38.1589,58.5012
79.6959,22,0.291185,64.7218,97.9818,33.437
22.1924,5,0.038567,20.5068,42.6712,70.8929
10.9278,5,0.203714,72.5196,20.874,67.3641
82.8776,1,0.187684,54.9799,62.9425,35.7378
84.2765,3,0.231851,74.4764,71.7362,28.4381
84.9752,3,0.341088,70.22,16.4429,45.6186
13.2707,17,0.695015,1.105,28.9093,73.9739
20.4931,13,0.237917,26.544,20.7666,75.0634
6.8673,5,0.184872,67.7719,38.6336,58.7511
81.1146,6,0.349005,73.4375,54.3963,39.8829
92.4577,18,0.304438,82.4885,60.3434,29.7793
13.5038,8,0.02352,91.1444,55.8329,68.8379
61.3891,23,0.071472,2.3694,88.4663,56.5306
97.5519,10,0.291598,75.6581,32.3317,37.7217
84.1451,18,0.377821,99.8658,39.8213,37.2996
68.2375,8,0.161816,84.8853,69.6098,48.2149
42.6961,13,0.042884,51.1266,7.8072,71.5953
104.9351,7,0.241114,83.7648,73.3926,33.1542
12.0028,2,0.110265,89.149,83.4465,52.2546
0.2315,5,0.052313,3.0222,56.9563,87.3478
24.94,4,0.012427,64.5098,85.3002,51.5863
98.2371,10,0.076129,87.9239,28.1268,36.5885
45.7087,14,0.119832,42.3718,3.3853,70.3942
84.5699,19,0.164872,61.5601,95.3817,45.3291
16.5873,8,0.187024,67.4367,93.5927,56.3044
82.7542,0,0.230273,58.3405,85.2877,31.443
81.261,18,0.613819,68.6913,10.5531,38.5721
101.4275,7,0.144688,77.1719,99.7777,31.1356
72.4863,15,0.083357,44.975,14.5912,66.431
51.6218,20,0.104713,82.9726,14.8472,57.4699
23.9091,13,0.172762,72.6175,63.453,61.9625
19.307,6,0.098758,18.0565,15.6507,77.7862
13.4225,18,0.392247,75.566,57.648,57.5849
53.2359,6,0.083706,36.5294,55.3414,63.2845
82.0194,19,0.210309,61.5899,47.3436,46.8165
84.4647,18,0.076634,68.2646,63.2399,42.6662
9.9894,6,0.049014,91.9163,67.0562,57.7191
55.5056,17,0.362669,17.7,28.616,65.6046
44.5879,2,0.15596,99.2957,36.2688,41.4007
50.6667,12,0.394788,50.8884,44.7951,56.1158
51.9998,8,0.156441,16.5384,47.2637,65.0644
84.2171,21,0.081795,29.7698,42.046,58.974
47.5663,15,0.144272,18.6785,96.7642,66.0671
12.1738,22,0.170088,8.6763,13.0492,76.191
21.7386,18,0.059154,14.2784,37.7662,75.3707
15.5592,16,0.203014,14.2465,51.4416,78.6576
58.2335,9,0.25667,17.9412,81.8002,59.1628
78.6822,0,0.315286,55.2274,54.2331,40.1321
46.252,15,0.229191,52.9904,23.5893,62.8537
45.1181,16,0.184874,38.6091,61.6634,63.2642
77.0859,1,0.231033,17.0473,85.2817,48.7519
79.6939,12,0.16114,69.1944,54.1238,50.0451
50.6731,12,0.054425,42.2937,89.8294,57.0247
30.6252,8,0.106577,11.4925,82.4774,72.8983
75.0451,4,0.176565,66.1205,41.9536,38.8723
78.6298,12,0.268626,77.3885,58.2957,37.0383
50.2738,20,0.193222,30.0917,36.7649,63.0254
103.7407,13,0.059401,82.1314,56.9354,37.6276
77.097,14,0.221297,65.6249,43.9687,54.2133
17.1204,7,0.046121,20.583,77.1625,82.4352
81.5673,14,0.256076,90.3687,66.7084,34.7484
76.3527,18,0.321769,64.4441,16.1941,49.7372
68.0269,20,0.078072,37.6956,2.12,70.0795
22.3495,8,0.191698,23.8245,21.1997,78.2569
83.0008,2,0.060385,55.2674,66.7471,47.6283
38.8051,20,0.068573,80.424,19.9812,66.4923
76.9097,19,0.348099,63.5884,72.0991,43.6592
41.6817,6,0.252549,77.5234,37.5528,56.4746
84.5044,5,0.120295,50.4727,77.1436,42.4069
60.6339,2,0.301885,43.3576,26.5493,46.8623
54.7595,16,0.129581,49.4122,42.934,58.9011
91.4892,15,0.021884,29.0725,75.7074,58.2631
18.4787,8,0.316027,23.1062,14.133,75.4548
81.0662,1,0.006426,69.8249,43.7848,41.8925
94.1006,3,0.036226,13.9018,45.8661,51.5869
102.7891,4,0.105777,84.0756,51.8726,25.7383
77.667,19,0.323838,57.8962,34.1752,48.4216
69.0933,19,0.238205,10.8693,78.9847,64.4532
81.1562,12,0.099245,60.0952,12.6969,56.8082
27.0445,16,0.031024,29.731,68.5645,72.4851
91.5541,3,0.080149,60.2243,17.2797,47.9299
59.3945,5,0.049518,95.1124,43.2154,40.1358
44.2976,17,0.499964,92.952,26.152,51.4038
71.0322,4,0.047934,94.95,91.2762,30.1221
83.8388,18,0.094748,62.7478,25.087,55.6236
96.2614,19,0.271861,85.6832,82.1258,32.4192
58.9014,22,0.396008,39.0626,96.1091,46.6168
53.4474,18,0.509115,99.8736,96.1925,33.2289
42.9553,8,0.42763,68.0097,53.4373,53.9004
78.3761,5,0.293355,69.2533,33.7911,40.5181
75.531,0,0.082703,35.5736,1.6067,52.4354
79.1907,14,0.244274,77.2601,44.1338,37.6665
86.4426,10,0.026753,62.4119,60.8156,46.697
100.8318,5,0.138728,95.0537,9.9039,34.0507
45.9719,3,0.010971,67.313,83.6315,58.3714
26.6475,2,0.158108,88.3769,1.0667,61.6912
20.8716,12,0.372693,93.3294,28.5566,61.5723
81.6495,16,0.056819,51.0403,13.4345,54.4758
95.1771,4,0.154579,87.5624,92.8953,24.4042
81.9228,21,0.245107,58.4142,53.4205,49.0991
76.1368,15,0.17476,71.2365,70.6908,49.3722
59.5125,4,0.070422,23.0082,73.3125,54.0808
4.409,5,0.028829,53.6025,18.9674,71.4783
28.2593,1,0.100079,35.5884,30.4998,57.2342
18.6685,16,0.227909,65.6028,15.2306,70.1425
95.4343,8,0.078271,67.3442,48.5295,45.8739
77.0994,10,0.274459,13.6158,95.016,54.8184
23.8393,5,0.101667,5.0573,71.6075,73.9052
50.1447,21,0.05002,42.7413,46.1228,74.2964
16.2757,3,0.083297,12.002,36.6572,76.8507
28.9782,1,0.730037,96.0883,3.3397,41.7762
49.4932,13,0.287956,38.9177,87.4205,60.4137
95.0611,17,0.304649,74.9536,13.6062,37.7813
65.4769,19,0.049396,79.3501,72.0054,57.8912
58.1185,9,0.029995,90.2468,71.2909,48.4453
48.1148,3,0.333929,40.8024,5.7077,58.4891
97.7855,2,0.310335,81.6107,68.0643,27.5018
2.7695,14,0.537264,30.6646,48.8548,67.4041
47.1354,15,0.408876,39.8455,63.925,54.2755
25.2354,9,0.229157,46.6336,71.8382,70.4309
15.7283,15,0.042026,14.3784,79.6804,74.6428
80.1599,6,0.032519,55.7869,51.3627,55.6205
67.9555,9,0.048486,41.711,2.693,64.9002
51.112,2,0.361113,66.3133,0.0861,39.4982
9.667,7,0.021002,72.4566,12.0182,75.4887
70.6694,9,0.094789,95.8868,99.5384,42.2316
83.3686,20,0.090563,63.5442,88.5647,45.9263
30.885,2,0.013753,27.931,82.5429,69.697
48.4864,4,0.051247,41.8151,96.8194,45.7231
60.6957,16,0.138558,8.3509,76.5789,66.2396
81.4464,14,0.2404,65.3053,68.4261,43.4848
45.9566,15,0.098136,45.4465,52.0041,67.103
86.1476,10,0.443637,51.8583,25.9244,45.3825
82.4856,5,0.014947,58.5881,53.753,48.9834
42.3108,4,0.271938,93.6596,93.4745,34.5338
69.7532,19,0.024419,71.3523,59.0233,48.7396
75.8589,3,0.399766,54.8753,9.1306,43.8963
46.9824,23,0.251051,49.6851,35.9039,52.9909
78.5438,15,0.382667,59.6088,59.0367,46.7792
16.4693,10,0.119126,14.0805,65.6308,81.4681
97.1122,14,0.129914,14.0436,1.6786,62.0782
95.8564,12,0.05227,52.8154,11.6959,49.9219
78.9481,22,0.291292,58.7571,36.9366,38.8877
50.9033,14,0.348559,53.3809,51.908,56.584
4.8764,6,0.331666,65.043,55.4337,58.3323
5.6424,15,0.227825,87.3874,91.336,56.3098
84.9952,1,0.335338,59.618,97.0734,33.4823
59.8754,22,0.012602,72.9232,66.0247,52.5795
52.5075,2,0.263864,35.7661,61.5971,53.6442
103.359,9,0.216768,82.3051,74.7381,25.245
87.1151,6,0.029013,43.3603,9.4215,61.3536
44.9244,12,0.062231,93.9252,65.3266,53.0755
76.7485,16,0.045429,7.4876,9.2639,70.9744
46.2576,19,0.25184,38.4387,79.1245,67.3672
11.8814,21,0.058415,38.5024,38.3516,81.6873
45.7086,15,0.058943,40.9531,75.8699,70.6982
48.3545,1,0.168309,41.2004,35.6634,60.6665
24.8231,10,0.021459,9.3049,73.1742,84.1859
42.0672,10,0.213924,16.0569,26.0903,83.0609
80.9712,6,0.204375,36.001,62.0204,49.7001
70.8228,12,0.039276,27.0543,9.3346,73.4631
15.0626,1,0.053912,16.341,7.0163,73.5021
101.8312,2,0.138444,84.6656,97.0771,12.0842
88.0732,23,0.335139,15.8006,4.5603,52.3392
103.0992,10,0.169545,76.4251,45.7008,39.0968
77.6642,1,0.010531,67.1787,42.8559,46.2133
10.9579,0,0.170635,21.1958,6.5021,75.5625
83.083,13,0.312622,75.601,14.6476,46.2941
94.8168,9,0.292646,53.9302,49.5602,40.6246
81.2895,15,0.211355,62.4099,2.6319,57.3237
50.8628,10,0.462405,31.8773,16.0847,60.686
66.0382,14,0.242423,90.8046,81.9122,38.8256
17.7296,10,0.223946,27.7112,20.1866,74.7914
51.2848,23,0.248074,43.8451,5.0872,58.2233
83.0445,10,0.167222,62.5745,30.215,53.1485
6.4227,10,0.023663,30.1493,22.4757,88.1005
36.6717,7,0.200911,0.0806,42.4765,82.5595
96.2647,15,0.135349,80.7781,9.6128,40.183
80.1922,12,0.197128,67.3509,3.2823,56.842
99.0232,18,0.679315,1.2041,84.227,38.686
47.0862,22,0.387599,55.4464,3.8796,55.4725
28.9007,7,0.057657,37.9832,30.0574,70.0284
100.2109,21,0.145122,77.4451,56.3779,36.4271
81.3262,4,0.279221,60.8731,76.2742,38.8904
70.9393,19,0.005033,66.9663,83.2765,52.8224
97.2483,6,0.215541,80.0213,58.5547,38.0528
78.779,19,0.088219,53.3099,82.9852,53.3649
45.689,2,0.095041,44.0422,68.4894,54.8651
76.9549,15,0.081479,69.4273,60.9694,49.0048
21.0412,19,0.216775,23.3827,27.3366,75.1932
18.1388,9,0.335365,16.2868,16.9543,74.9131
10.7189,7,0.095855,48.9303,69.6519,68.2631
52.7495,3,0.019323,49.4603,35.3073,54.5599
22.1573,17,0.00704,61.6233,73.3462,65.8272
54.4708,3,0.339061,45.0411,71.0124,46.1961
101.4424,13,0.148944,85.2976,38.428,30.587
18.1515,17,0.364109,19.1867,10.5296,77.1065
39.5902,2,0.058793,73.1972,89.1846,48.8796
78.1903,3,0.061979,60.8885,51.8337,39.3349
13.7254,17,0.323905,51.1734,11.6732,71.8744
22.2554,23,0.083088,73.1452,6.3311,57.3883
79.0142,10,0.015357,19.9741,53.8998,62.643
82.8427,7,0.072692,62.3366,19.5473,42.2735
46.7354,15,0.390092,34.9097,42.9917,61.2058
18.9272,13,0.085348,4.0543,8.788,88.1016
64.4942,21,0.282866,13.5549,85.3689,60.744
79.6544,23,0.441039,69.8176,6.2122,41.4389
30.5924,23,0.101437,51.0588,42.8954,63.0134
7.3143,15,0.061633,72.9857,30.67,71.549
87.177,6,0.208328,90.3384,3.7664,42.678
79.7069,18,0.212642,55.5107,66.7798,44.1674
77.8043,18,0.153905,62.543,29.2349,56.9533
11.4981,15,0.209785,21.2195,58.969,75.7677
77.8691,12,0.490394,64.7418,42.0663,50.251
80.2377,19,0.1177,66.4609,21.7716,56.1408
80.2275,23,0.245455,60.4095,31.8002,36.0782
102.9624,13,0.18038,83.3889,13.3877,35.398
19.7643,0,0.009378,89.5868,92.8879,50.5782
77.4912,6,0.022846,67.3374,10.8707,54.6286
22.9146,0,0.079675,12.4606,27.6954,66.3108
49.3935,13,0.240492,3.4259,56.6417,61.913
16.8199,0,0.02689,63.963,74.7654,61.8621
18.974,19,0.079181,39.0567,60.4762,67.8005
75.6601,2,0.142815,52.8701,18.1478,51.7
51.6244,5,0.015209,69.4145,96.1425,45.878
66.9364,0,0.377198,4.6334,19.6703,56.9308
99.2279,14,0.502041,84.7591,10.7499,32.0391
75.9247,19,0.2173,62.2099,62.1036,50.8647
84.4251,14,0.398545,71.1525,7.722,46.7422
33.1678,4,0.165121,11.8358,2.0719,74.8517
77.1952,15,0.351396,70.9138,0.1235,50.8246
83.4736,8,0.228593,56.381,47.1171,46.1476
17.8135,14,0.155228,13.706,73.9716,76.1328
69.5554,19,0.0089,11.0999,8.1595,76.4102
49.0078,0,0.166134,43.5255,35.5239,54.8157
96.5402,3,0.111825,69.2899,18.9163,38.9381
47.6789,19,0.153148,86.2633,54.0824,54.4858
40.6053,8,0.560185,79.0017,9.7738,52.5101
83.1938,2,0.035974,54.3338,88.3185,41.8768
45.0932,9,0.190718,48.8037,64.6133,60.3586
76.6975,4,0.061057,58.0121,41.5574,40.724
51.0111,17,0.335996,42.2624,55.9319,62.9165
54.5492,18,0.237,39.1285,79.9106,51.8206
48.3182,8,0.090441,43.1768,22.9768,66.3425
82.0786,10,0.133015,63.1885,54.2307,53.4382
39.5325,17,0.057826,77.0484,25.4773,63.5583
78.1659,9,0.246159,62.4206,0.851,57.0532
99.3356,20,0.263994,84.8642,95.4802,22.9908
102.2159,23,0.102094,88.5695,60.5536,31.0721
39.3632,2,0.025176,47.8507,95.3957,54.8688
22.8082,2,0.06343,24.4744,59.3633,64.6962
4.5037,11,0.136171,53.3139,88.9564,77.1409
45.3653,13,0.352844,16.2967,51.0001,64.6567
18.3016,5,0.131325,22.4516,68.8842,74.8742
81.604,9,0.169415,63.8519,13.4085,59.3057
28.0655,10,0.194484,5.9658,31.215,76.0247
46.0062,2,0.134535,51.2582,59.2468,55.9072
99.886,13,0.049925,37.2976,37.3045,54.7592
52.2988,3,0.256462,97.4696,83.7497,31.539
54.0997,21,0.197743,32.9855,39.2532,66.6354
16.8481,11,0.184443,14.4548,94.734,69.6118
18.442,19,0.39641,21.0114,97.1788,70.6601
40.0071,1,0.217329,74.7779,93.46,36.6877
69.0956,21,0.205163,59.8544,6.1861,57.7022
100.8314,21,0.3629,83.0613,29.6855,38.8219
7.8226,13,0.150985,5.0712,67.2619,88.2797
21.8068,18,0.079268,22.2768,37.9936,76.5067
77.8867,14,0.22213,19.6308,65.8563,54.2539
69.5544,21,0.105433,29.6243,30.1563,66.6134
61.9256,10,0.20658,39.067,57.8052,52.8699
78.159,9,0.335429,63.9943,18.0209,49.3722
22.8883,20,0.291803,14.3677,15.9217,72.28
47.9363,2,0.023832,79.8171,85.4053,49.7142
47.5399,20,0.473272,38.9478,98.4955,51.9631
81.1083,8,0.214675,84.1026,38.0583,42.2501
85.5061,1,0.107993,82.8313,79.6991,32.7526
80.1106,8,0.02852,67.1156,94.7266,34.7892
98.0736,15,0.244517,75.8069,44.3699,35.8107
100.1286,16,0.200809,87.7482,48.79,43.3915
48.683,16,0.147883,41.8596,12.5672,66.4581
82.7592,11,0.083134,63.0759,71.4484,49.1497
84.2246,21,0.020092,64.4622,48.0466,50.6679
81.9316,0,0.080516,65.4163,31.2619,51.6707
89.9129,9,0.137386,72.0845,14.4357,38.6913
40.1394,11,0.208596,5.0455,87.8892,74.9901
50.7688,9,0.278464,55.858,32.6342,60.1097
98.1681,5,0.152227,81.8356,49.445,29.7538
70.7041,15,0.017066,66.4602,2.1669,61.7188
12.705,21,0.009431,8.4389,83.4115,85.8249
67.6354,22,0.334292,47.2795,83.0748,39.3
11.3866,13,0.056823,73.0456,89.6681,59.8304
48.1277,10,0.12934,47.2345,84.3696,68.4733
55.4471,3,0.075068,4.188,82.8003,59.8957
48.4429,4,0.059135,37.8641,65.4428,55.0997
98.8434,3,0.112273,80.6164,80.6372,24.4673
35.4437,1,0.132506,67.0703,7.8332,65.7783
78.9606,7,0.371691,56.9519,10.0096,48.1451
82.4725,18,0.171032,63.605,62.6607,45.509
22.3658,5,0.144264,13.6878,39.2958,68.2866
95.7732,10,0.234689,78.263,3.0561,48.3617
81.0293,10,0.512748,62.6122,3.5558,42.0651
11.8023,15,0.209773,70.5965,77.813,60.4165
80.6638,18,0.079377,64.8205,44.165,49.7321
34.9352,4,0.558596,9.2531,46.1904,56.4458
51.4777,4,0.388509,26.9387,63.8497,50.0789
79.1503,0,0.285193,62.8763,81.0398,37.0179
49.6208,3,0.20516,42.6995,54.2233,52.3737
21.5152,19,0.232029,15.5223,26.8471,85.9383
15.1025,1,0.074514,27.3056,10.1166,70.512
100.5241,8,0.212374,84.8674,66.9114,37.7885
98.7365,21,0.218751,82.9015,8.7909,46.5002
13.9168,13,0.108882,34.4562,85.6629,68.6148
81.9684,19,0.090888,65.1317,94.8496,46.7815
73.4172,15,0.136923,97.8443,56.6512,46.9929
51.5012,9,0.304816,43.2437,38.8893,59.0261
8.109,14,0.20197,13.7656,21.156,85.9025
40.655,5,0.028715,84.1948,23.5105,48.5224
100.3757,16,0.08954,81.5945,38.2495,39.9483
1.2457,6,0.111749,9.929,90.3535,85.0578
50.4988,23,0.254631,39.4614,77.0195,66.6003
18.179,7,0.527582,57.0488,2.1707,61.8632
99.2601,15,0.020438,51.7645,64.3071,37.9488
103.107,6,0.376436,84.5352,37.0734,34.5534
78.9139,18,0.044855,60.3303,72.4146,43.393
81.1172,21,0.015374,67.1627,67.3393,52.1062
104.4561,3,0.263358,78.782,2.0541,31.7685
28.4409,6,0.191359,75.7642,78.5311,54.6584
97.3354,21,0.455573,95.8238,58.7798,26.6635
55.7058,21,0.112862,41.4299,19.4607,63.9524
31.7112,14,0.007472,36.5047,84.3827,71.7411
18.6404,0,0.089012,33.0441,96.0858,62.2663
58.1692,14,0.426643,67.4123,75.7018,45.7754
23.0339,2,0.282811,20.8339,41.2942,61.5302
77.8982,6,0.05328,6.1214,42.5424,65.3991
54.8632,7,0.452213,47.3098,30.2111,64.0019
95.4748,0,0.168032,76.134,32.7278,35.475
5.8899,16,0.036519,32.675,60.995,84.0357
33.8372,8,0.237915,45.5606,64.5225,66.8794
75.8305,17,0.036992,6.9673,29.4589,68.235
103.2249,12,0.267979,85.9792,32.0572,30.1138
96.2105,17,0.540429,87.6025,90.3083,22.1957
38.0355,4,0.235441,51.5808,19.0327,53.8194
76.4404,12,0.02606,65.841,9.609,60.289
94.1248,3,0.061773,47.1758,3.8519,44.5478
83.8992,15,0.055447,54.4925,6.8159,53.8399
38.1787,8,0.245346,75.7883,42.0712,60.2399
54.8147,4,0.41507,39.0953,97.2616,49.1742
69.8036,17,0.073158,59.9003,48.5543,60.0452
50.5472,0,0.229866,41.8557,34.5107,55.3024
80.4046,3,0.122604,99.5447,17.4611,37.2302
57.4336,18,0.119585,18.5494,14.7664,75.7844
22.7284,22,0.049913,21.1976,83.1299,71.4535
78.9995,23,0.1958,62.2551,49.8739,45.2307
84.4177,3,0.03572,66.0894,9.9275,42.7606
103.618,21,0.162669,79.9396,2.8999,37.6657
53.675,16,0.488368,34.0041,26.774,55.1427
75.8631,19,0.082153,65.229,24.907,51.497
12.3877,14,0.059881,22.3287,52.9593,77.3513
82.1227,1,0.130881,64.8524,29.5302,45.4642
75.4568,15,0.12424,78.8543,45.2177,55.0562
17.5855,23,0.196532,9.3319,93.7906,69.3023
98.7194,21,0.302179,89.9118,23.8402,36.4583
49.6694,18,0.194403,30.3985,67.7554,57.941
49.7639,21,0.429971,56.1485,92.0659,43.6518
88.4424,9,0.149154,94.7191,30.6477,49.0552
101.6975,13,0.036819,94.0553,8.7116,48.5681
45.76,12,0.089815,30.4139,31.0075,68.2168
46.1041,14,0.065684,37.4051,86.383,68.5733
21.5307,9,0.29031,21.111,34.0583,70.1854
26.0384,12,0.062006,73.5219,94.0692,63.6945
84.6681,7,0.192259,69.994,78.4922,45.298
97.1237,11,0.43043,75.1077,12.3316,42.6544
81.325,23,0.042629,58.0626,99.2079,36.8344
48.4844,23,0.300538,84.1583,87.7253,38.1199
96.0839,23,0.142483,12.2319,86.5565,47.6243
46.6375,23,0.092875,85.878,92.7516,40.3507
52.9755,20,0.024111,1.4902,80.2119,69.4835
52.9329,4,0.136775,44.1136,64.4069,54.4495
20.4649,20,0.197883,16.021,96.9639,75.931
50.6706,10,0.089191,37.5485,16.196,68.6081
6.2026,22,0.072737,85.1895,95.2362,62.2621
51.4559,19,0.186809,58.9623,50.1401,55.6784
81.1857,18,0.024203,53.2429,70.3346,51.038
77.1097,15,0.082629,68.5751,35.6078,59.9408
15.2452,19,0.122706,27.8292,94.0405,80.1309
20.3218,10,0.135418,22.821,19.0202,84.6512
4.3395,11,0.227223,44.1877,19.3731,75.7907
20.3263,12,0.294153,37.8599,29.3303,72.212
82.7224,2,0.480379,59.1922,54.4938,31.2023
64.7931,16,0.40314,32.051,34.7494,54.3389
51.3275,8,0.276215,86.4847,66.9475,51.4294
19.4038,5,0.022097,14.8393,22.6374,76.8449
100.5843,15,0.18893,84.0966,82.8172,37.4029
45.6275,17,0.059788,20.0649,8.3786,75.5486
95.0125,0,0.188209,11.3956,96.8649,43.9472
13.9767,19,0.154772,50.4291,46.6169,65.4459
81.1857,2,0.55395,76.775,19.7084,32.0472
18.9718,8,0.034105,59.3281,81.165,68.4786
22.0381,9,0.093984,44.6203,61.8477,69.609
103.7856,0,0.413838,83.4983,49.5768,26.6199
76.7219,13,0.036223,64.4206,86.1289,45.0846
54.8411,13,0.024082,45.3882,21.1581,71.5319
88.8182,13,0.351641,46.7296,97.7448,38.8605
17.6081,18,0.145098,51.8347,18.7466,73.5878
32.4377,18,0.222013,57.4873,10.2077,72.2694
68.7794,17,0.042558,16.5601,80.3637,56.3124
49.1331,0,0.232629,62.6389,93.1342,46.0477
82.8536,7,0.057535,59.1191,66.0399,44.5859
35.958,5,0.253401,5.9345,23.6202,65.0201
80.8473,9,0.121682,59.5094,9.4237,60.883
46.2792,20,0.092948,45.7221,58.3309,63.2375
30.9506,16,0.100789,13.4447,25.4496,75.2117
98.5715,2,0.103372,83.2945,6.4827,31.4881
102.0871,1,0.250936,87.5415,44.6166,19.7097
80.1198,5,0.349258,73.1155,89.2459,26.8332
51.7864,10,0.058191,34.4207,96.626,61.6087
48.6117,17,0.264174,53.941,94.9407,58.8798
46.63,15,0.192292,45.5794,68.5749,59.6837
95.4984,4,0.369241,79.3609,27.5298,28.9937
84.291,2,0.136926,71.2107,93.2786,27.8279
23.7224,3,0.184207,50.6111,7.3515,71.2883
57.8027,23,0.273098,7.1163,11.2162,62.398
61.5768,16,0.1829,41.554,6.5559,64.1943
46.3333,6,0.212727,99.8439,88.1481,45.1263
20.7222,14,0.019457,5.3477,66.2986,90.2991
83.1401,10,0.263929,66.6135,95.5427,38.8428
79.1006,9,0.006097,68.7182,59.0042,59.7406
84.8909,18,0.06161,69.9748,39.7755,47.1776
20.8544,17,0.246895,54.8532,49.3468,70.4875
102.2442,2,0.319112,77.8811,0.468,30.1892
53.2991,5,0.131189,44.9539,3.6908,56.7247
29.3979,0,0.087923,83.7463,98.1242,48.8879
21.231,13,0.03656,31.3066,76.7911,74.8939
25.2517,11,0.036781,87.4297,93.8069,62.7305
18.5334,4,0.074078,68.8238,85.985,58.6802
77.1039,20,0.195844,63.2072,21.7617,53.0195
35.3579,12,0.103868,22.3151,82.7227,69.9513
64.4316,11,0.092272,24.9255,50.737,64.2584
86.4182,20,0.202688,33.4493,0.0528,61.9796
93.2746,1,0.134253,61.0138,98.779,32.1679
99.2575,2,0.137774,77.1896,41.5938,31.1403
3.7829,7,0.045035,87.2456,54.791,73.4393
36.4464,7,0.155297,50.9342,37.4624,76.2494
84.5855,7,0.516598,60.7371,63.0467,40.86
52.9658,17,0.165241,38.8411,20.8118,69.4627
48.4852,19,0.156273,24.2459,22.5129,70.3034
50.6932,3,0.122822,45.2318,40.7543,50.9833
3.6994,8,0.121855,57.0961,0.5821,76.0598
65.8286,3,0.134805,11.0183,2.13,60.5671
90.7784,22,0.222943,12.0548,33.8583,50.0675
91.6647,5,0.082666,57.8243,32.4508,42.9296
38.5768,3,0.084614,27.6612,10.8762,66.1793
100.2427,19,0.168692,74.2161,47.5582,29.9097
19.7028,16,0.266559,17.333,77.6208,76.647
45.6771,19,0.198612,37.3545,82.9074,65.037
103.8898,0,0.216883,72.449,84.6564,26.9521
99.6176,0,0.109668,87.3404,33.6308,33.0127
13.7053,17,0.239027,33.0926,65.5363,68.8888
40.4279,18,0.154722,75.95,12.9127,64.6416
44.9765,4,0.187919,94.0864,42.2374,43.933
2.4422,11,0.078341,52.5014,50.9407,83.2942
48.9366,5,0.0566,43.5123,96.1468,49.2269
81.8057,19,0.360016,59.9878,4.5618,54.5532
18.1113,20,0.067391,96.5064,2.3351,65.2262
50.321,0,0.481182,36.4182,24.635,49.5306
58.6772,12,0.12023,8.7097,47.8854,69.0093
50.4029,7,0.140622,34.5432,58.5473,64.3894
73.2847,5,0.05823,70.6516,62.4453,44.1702
96.2968,18,0.307616,86.2932,31.9335,38.7222
