speed_kmh,dist_from_prev_m,inactivity_min,dist_from_route_m,label,scenario,hour
0.32,51.7,27.0,28.0,0,overnight,15
0.07,52.7,22.0,10.1,0,overnight,1
0.27,25.9,30.0,40.2,0,overnight,18
6.36,48148.8,222.42,249.6,1,intercity_transit,16
0.5,47.8,21.0,53.3,0,overnight,1
0.22,36.7,39.0,21.1,0,overnight,8
0.7,36.4,11.0,18.1,0,dwell,21
1.34,20.2,6.0,16.0,0,dwell,15
0.48,39.7,39.0,25.2,0,overnight,3
0.26,52.1,29.0,33.7,0,overnight,1
0.45,26.9,30.0,44.3,0,overnight,12
4.51,195.4,5.05,37.0,0,normal,14
0.52,62.9,20.04,344.8,0,synthetic_normal,6
0.14,82.4,34.0,37.8,0,overnight,4
0.11,28.5,24.0,46.7,0,overnight,10
0.47,44.5,20.0,31.9,0,overnight,7
0.03,33.1,31.0,13.1,0,overnight,12
1.33,38.9,9.0,65.2,0,dwell,4
0.38,8.1,35.0,41.0,0,overnight,2
0.47,59.1,36.0,37.0,0,overnight,23
1.23,28.8,7.0,24.5,0,dwell,13
0.16,22.2,40.0,52.9,0,overnight,22
0.35,53.8,27.0,51.4,0,overnight,2
0.32,4.4,36.0,13.4,0,overnight,20
0.49,33.8,37.0,49.2,0,overnight,3
0.45,85.2,36.0,43.9,0,overnight,20
0.19,37.5,26.0,27.0,0,overnight,23
0.32,47.8,23.0,35.5,0,overnight,12
0.28,17.5,39.0,34.0,0,overnight,0
0.34,37.9,23.0,34.3,0,overnight,18
1.54,36.3,11.0,125.1,0,dwell,14
27.55,465.9,11.4,694.9,0,synthetic_normal,7
0.21,28.1,33.0,32.6,0,overnight,7
0.4,0.0,63.09,524.8,1,prolonged_inactivity,14
0.02,57.6,24.0,37.1,0,overnight,7
1.19,31.4,9.0,35.1,0,dwell,16
0.32,35.7,40.0,39.1,0,overnight,0
0.47,20.4,28.0,37.1,0,overnight,23
0.44,75.7,34.0,52.7,0,overnight,3
4.35,38546.5,205.15,90.8,1,intercity_transit,15
0.36,47.0,28.0,36.6,0,overnight,1
0.19,31.5,8.0,136.8,0,dwell,16
0.71,58.9,14.0,13.1,0,dwell,15
0.7,109.1,11.7,297.2,0,synthetic_normal,2
0.33,28.3,27.0,34.1,0,overnight,21
0.21,45.0,33.0,51.6,0,overnight,0
0.39,7.4,34.0,8.5,0,overnight,23
0.52,176.5,11.34,632.8,0,synthetic_normal,3
0.15,94.1,23.05,53.0,0,synthetic_normal,1
0.14,10.1,31.0,9.3,0,overnight,0
0.45,34.1,28.0,28.7,0,overnight,9
0.62,2.5,117.83,607.8,1,prolonged_inactivity,19
0.39,32.6,39.0,1.1,0,overnight,8
0.06,9.8,33.0,32.9,0,overnight,20
0.81,69.9,133.51,741.5,1,prolonged_inactivity,1
0.16,67.6,23.0,33.8,0,overnight,11
0.49,63.4,40.19,96.6,0,synthetic_normal,17
0.22,85.2,22.0,46.8,0,overnight,0
0.01,43.6,29.0,22.8,0,overnight,4
0.51,60.6,11.0,99.1,0,dwell,18
0.12,37.4,23.0,21.4,0,overnight,10
0.48,38.6,36.0,40.3,0,overnight,12
0.44,78.6,30.0,53.8,0,overnight,3
11.06,1186.5,22.14,17874.4,1,route_abandonment,3
183.47,9035.0,2.64,4441.0,1,abduction_speed,22
0.29,33.3,20.0,39.7,0,overnight,3
0.01,32.1,11.0,33.9,0,dwell,20
0.44,70.8,32.0,37.4,0,overnight,6
20.44,995.9,16.6,18233.9,1,route_abandonment,13
0.05,11.6,20.0,32.5,0,overnight,21
0.25,15.6,33.0,9.6,0,overnight,6
3.94,99.2,4.83,16.8,0,normal,14
21.57,2486.4,10.3,11400.9,1,route_abandonment,12
0.0,0.3,77.79,861.1,1,prolonged_inactivity,2
0.94,41.6,10.0,104.6,0,dwell,14
0.18,40.4,38.0,40.9,0,overnight,21
0.46,43.3,32.0,55.0,0,overnight,2
0.39,65.6,34.0,25.0,0,overnight,21
0.46,35.6,30.0,19.1,0,overnight,21
144.34,2737.9,1.93,2290.9,1,abduction_speed,22
1.14,42.1,11.0,41.0,0,dwell,22
0.2,30.3,34.0,16.0,0,overnight,3
0.12,19.2,34.0,18.7,0,overnight,3
0.19,21.8,34.0,23.5,0,overnight,9
1.54,39.1,11.0,151.1,0,dwell,14
0.34,59.5,40.0,57.9,0,overnight,4
1.06,36.7,7.0,7.3,0,dwell,16
1.33,18.7,11.0,34.4,0,dwell,15
0.24,66.4,29.0,30.6,0,overnight,5
0.11,79.5,22.0,43.1,0,overnight,0
0.18,31.9,25.0,39.7,0,overnight,4
0.22,73.7,32.0,31.0,0,overnight,2
0.15,23.5,35.0,38.9,0,overnight,23
0.55,41.6,21.89,30.2,0,synthetic_normal,11
14.88,4096.0,89.48,9365.2,1,signal_loss_return,23
0.11,49.5,33.45,358.9,0,synthetic_normal,10
0.03,42.7,40.0,22.5,0,overnight,20
0.28,36.7,33.0,23.4,0,overnight,4
0.49,56.5,29.0,25.5,0,overnight,22
0.04,71.4,32.0,49.6,0,overnight,21
0.09,76.7,27.0,22.4,0,overnight,7
0.34,157.9,33.4,92.8,0,synthetic_normal,13
0.25,24.5,23.0,8.8,0,overnight,7
0.04,70.2,38.0,29.9,0,overnight,1
0.17,53.0,32.0,33.4,0,overnight,12
0.17,43.2,27.0,35.7,0,overnight,12
6.09,102.8,53.0,72.5,1,normal,13
0.48,52.7,30.0,13.2,0,overnight,1
0.18,33.4,40.0,24.2,0,overnight,3
0.5,61.0,28.48,751.3,0,synthetic_normal,21
0.38,32.2,27.0,18.6,0,overnight,10
0.44,43.0,36.0,49.8,0,overnight,18
4.39,121.4,5.23,57.9,0,normal,13
0.13,73.7,22.0,27.3,0,overnight,6
4.73,292.3,6.3,167.6,0,normal,19
0.32,48.6,36.0,38.3,0,overnight,3
5.96,184.9,6.45,19.1,0,normal,20
0.14,87.9,39.0,42.2,0,overnight,11
0.38,39.0,35.0,30.3,0,overnight,16
0.21,52.7,25.0,44.2,0,overnight,12
0.38,65.8,23.0,30.4,0,overnight,23
0.12,38.9,33.0,32.7,0,overnight,10
0.02,19.4,40.0,33.9,0,overnight,18
0.22,87.0,40.0,42.1,0,overnight,20
0.02,31.7,25.0,18.7,0,overnight,7
0.56,33.6,12.0,128.2,0,dwell,13
0.14,37.2,33.0,37.1,0,overnight,22
0.31,31.5,16.94,674.3,0,synthetic_normal,14
0.58,61.3,31.83,215.2,0,synthetic_normal,7
0.29,35.1,20.0,21.7,0,overnight,1
0.37,47.8,32.0,7.0,0,overnight,17
0.36,51.6,34.0,28.8,0,overnight,8
0.28,21.2,32.0,17.7,0,overnight,7
0.38,31.5,23.0,33.9,0,overnight,23
0.18,89.4,33.0,45.1,0,overnight,10
0.05,48.6,37.0,44.8,0,overnight,18
0.31,53.0,39.0,39.7,0,overnight,7
0.39,52.2,28.0,20.7,0,overnight,3
0.22,51.2,39.0,22.1,0,overnight,21
0.31,70.0,33.0,44.6,0,overnight,9
0.45,24.5,22.0,31.9,0,overnight,10
4.19,134.9,4.52,134.4,0,normal,13
0.22,23.1,7.0,34.4,0,dwell,15
1.0,22.8,12.0,115.0,0,dwell,14
23.04,9194.3,185.95,5513.5,1,signal_loss_return,3
0.24,32.1,31.0,23.4,0,overnight,6
26.71,9182.5,5.38,4141.5,1,sudden_jump,2
0.04,16.3,30.0,22.7,0,overnight,6
0.3,55.4,25.0,32.9,0,overnight,23
0.16,31.1,24.0,31.9,0,overnight,2
0.33,49.3,31.0,39.9,0,overnight,7
0.24,60.6,26.0,43.2,0,overnight,10
0.11,175.8,13.72,246.5,0,synthetic_normal,2
0.24,81.2,34.0,35.6,0,overnight,2
0.49,47.2,32.61,465.9,0,synthetic_normal,17
0.08,40.0,37.0,30.9,0,overnight,12
0.33,79.8,22.0,44.3,0,overnight,3
2.86,215.8,5.87,204.1,0,normal,10
0.32,45.9,0.5,91.8,0,synthetic_normal,7
0.04,20.0,26.0,43.7,0,overnight,4
0.42,27.9,23.0,9.1,0,overnight,12
0.05,46.7,21.0,39.4,0,overnight,21
0.33,19.0,27.0,37.1,0,overnight,6
1.3,29.9,9.0,66.4,0,dwell,18
0.14,22.2,32.0,52.4,0,overnight,8
37.86,4000.0,107.25,3015.2,1,signal_loss_return,8
1.28,44.8,12.0,34.7,0,dwell,15
19.79,1019.6,9.42,4822.7,1,route_abandonment,14
0.36,51.7,35.0,40.4,0,overnight,7
0.19,21.7,33.93,428.3,0,synthetic_normal,20
0.08,39.9,7.0,152.0,0,dwell,15
0.28,36.7,34.0,9.7,0,overnight,22
0.2,78.8,22.0,36.8,0,overnight,6
0.37,66.9,26.0,51.8,0,overnight,21
0.17,43.8,23.0,38.4,0,overnight,8
45.85,13544.1,155.42,5644.7,1,signal_loss_return,4
0.44,51.7,26.0,41.3,0,overnight,5
0.34,26.4,25.0,24.3,0,overnight,5
0.0,16.2,20.0,20.3,0,overnight,4
0.08,81.6,21.0,45.1,0,overnight,1
1.13,21.2,8.0,28.0,0,dwell,18
4.33,158.7,4.6,140.4,0,normal,13
3.95,126.9,4.12,22.3,0,normal,15
0.13,54.4,20.0,37.8,0,overnight,22
1.47,17.3,8.0,126.5,0,dwell,18
0.28,27.6,13.0,16.0,0,dwell,22
34.75,13020.2,156.22,751.5,1,signal_loss_return,12
0.25,44.6,22.0,35.8,0,overnight,11
0.11,34.2,35.0,38.0,0,overnight,0
0.04,39.1,29.0,39.5,0,overnight,9
0.5,28.4,7.0,70.1,0,dwell,14
2.67,207.4,5.03,126.6,0,normal,15
4.52,18403.7,255.52,8865.8,1,signal_loss_return,15
0.37,25.5,38.0,13.0,0,overnight,2
0.28,32.4,34.0,49.7,0,overnight,2
0.47,65.6,37.0,39.7,0,overnight,23
0.06,8.5,23.0,21.2,0,overnight,7
0.18,50.5,28.0,16.0,0,overnight,0
0.12,61.0,34.0,19.8,0,overnight,7
0.06,8.2,27.0,35.0,0,overnight,4
1.26,11.4,18.31,387.9,0,synthetic_normal,23
0.18,61.6,37.0,30.7,0,overnight,17
0.47,81.6,25.0,33.5,0,overnight,16
0.79,39.6,9.0,121.7,0,dwell,13
0.27,16.7,12.0,48.8,0,dwell,16
1.22,61.8,30.65,773.8,0,synthetic_normal,20
0.38,17.0,30.4,489.9,0,synthetic_normal,21
0.48,44.8,22.0,11.2,0,overnight,0
0.07,20.2,33.0,2.8,0,overnight,1
0.04,6.3,37.0,27.9,0,overnight,10
1.48,24.6,8.0,118.1,0,dwell,13
48.64,5612.7,5.66,5945.9,1,sudden_jump,22
0.36,52.4,33.0,33.7,0,overnight,11
0.75,48.5,6.0,79.7,0,dwell,13
0.03,37.8,30.0,24.1,0,overnight,8
53.11,5168.0,32.88,4498.7,1,route_deviation,13
1.39,45.1,6.0,80.3,0,dwell,14
0.16,50.7,32.0,33.9,0,overnight,17
0.22,38.5,22.0,33.4,0,overnight,3
0.5,7.9,10.0,37.7,0,dwell,20
0.01,59.2,21.0,27.3,0,overnight,6
0.43,36.5,30.0,39.4,0,overnight,6
0.71,10.7,110.72,694.1,1,prolonged_inactivity,13
20.66,1097.3,6.2,21.6,0,normal,14
0.09,54.6,40.0,40.0,0,overnight,23
1.14,45.3,8.0,112.0,0,dwell,20
0.26,53.9,26.0,39.5,0,overnight,23
4.09,218.3,884.82,223.9,1,normal,3
0.46,59.7,22.0,16.8,0,overnight,0
26.43,0.0,12.27,963.2,0,synthetic_normal,23
0.25,6.3,11.95,1122.8,0,synthetic_normal,11
0.11,59.3,40.0,30.2,0,overnight,19
0.27,33.7,40.0,25.4,0,overnight,7
0.2,17.1,28.0,38.1,0,overnight,18
0.61,39.5,13.0,131.7,0,dwell,14
0.16,17.5,14.0,84.1,0,dwell,13
0.46,46.6,36.0,41.6,0,overnight,11
0.3,60.8,40.0,28.2,0,overnight,12
0.29,9.5,29.0,34.8,0,overnight,20
0.13,68.5,16.39,26.8,0,synthetic_normal,20
0.33,43.3,22.0,36.3,0,overnight,12
0.36,81.6,38.5,18.8,0,synthetic_normal,17
1.43,14.3,7.0,47.5,0,dwell,14
0.14,69.4,22.0,27.6,0,overnight,12
0.26,138.3,26.23,221.5,0,synthetic_normal,4
0.17,64.5,26.0,45.2,0,overnight,11
0.24,7.1,14.0,79.1,0,dwell,14
0.33,41.9,28.0,28.1,0,overnight,11
17.28,7629.1,113.72,7362.2,1,signal_loss_return,0
0.45,53.6,39.0,23.4,0,overnight,17
0.16,1.9,31.0,26.8,0,overnight,12
0.48,81.4,29.0,53.9,0,overnight,22
0.26,68.2,40.0,41.8,0,overnight,19
0.0,60.9,37.0,32.2,0,overnight,5
0.5,79.2,40.0,42.1,0,overnight,2
0.63,33.4,7.0,178.7,0,dwell,14
0.93,48.3,10.0,55.8,0,dwell,16
23.01,8796.3,5.97,5787.0,1,sudden_jump,18
0.42,52.1,21.0,44.2,0,overnight,8
0.25,17.7,29.0,38.0,0,overnight,16
24.48,607.9,4.2,353.9,0,synthetic_normal,10
0.2,26.3,26.0,41.7,0,overnight,19
0.23,46.1,31.0,39.6,0,overnight,9
0.3,13.3,31.0,18.7,0,overnight,4
0.23,30.9,34.0,23.3,0,overnight,8
0.36,83.5,40.0,43.9,0,overnight,6
0.38,32.2,24.0,18.5,0,overnight,9
0.35,31.2,34.0,21.9,0,overnight,19
0.46,51.6,24.0,14.0,0,overnight,11
0.33,30.5,29.0,33.6,0,overnight,11
0.11,23.3,18.2,546.4,0,synthetic_normal,17
0.43,51.1,29.0,29.3,0,overnight,6
0.51,23.6,14.93,294.0,0,synthetic_normal,18
10.76,382.4,5.25,736.8,0,synthetic_normal,2
0.19,59.6,36.0,15.6,0,overnight,23
0.3,31.2,20.0,42.7,0,overnight,1
0.84,22.6,11.0,43.8,0,dwell,14
5.37,170.0,72.3,131.3,1,normal,13
0.54,35.3,12.0,57.5,0,dwell,15
41.48,3000.0,5.37,3780.8,1,sudden_jump,0
0.24,34.1,35.0,34.4,0,overnight,23
0.49,86.7,35.0,48.2,0,overnight,5
0.02,43.8,28.0,36.6,0,overnight,4
1.01,25.1,12.0,57.9,0,dwell,15
0.18,18.2,26.0,35.5,0,overnight,12
28.31,9315.9,4.18,4193.4,1,sudden_jump,7
0.11,37.7,27.0,8.8,0,overnight,11
0.98,4.9,8.0,112.9,0,dwell,19
0.38,67.4,32.0,42.1,0,overnight,19
0.46,5.1,14.24,26.0,0,synthetic_normal,16
0.4,36.9,32.0,23.9,0,overnight,15
24.95,0.0,0.02,80.3,0,normal,14
0.47,32.0,29.0,21.1,0,overnight,5
4.95,182.6,4.6,20.9,0,normal,14
0.33,52.6,22.0,11.9,0,overnight,2
1.19,26.7,6.0,56.0,0,dwell,15
21.3,8654.8,4.42,4717.4,1,sudden_jump,7
0.45,52.6,20.0,40.6,0,overnight,8
0.14,74.2,28.0,44.7,0,overnight,17
0.49,39.1,23.0,19.2,0,overnight,18
1.08,0.0,85.63,328.9,1,prolonged_inactivity,6
0.43,26.3,38.0,25.5,0,overnight,10
42.1,8571.0,0.69,3379.0,1,sudden_jump,17
0.63,54.0,12.0,30.6,0,dwell,15
3.47,39526.4,254.07,48.7,1,intercity_transit,17
0.38,16.8,33.0,15.3,0,overnight,17
0.31,76.9,32.0,39.4,0,overnight,6
0.26,8.6,30.0,36.3,0,overnight,4
0.01,11.1,10.0,15.0,0,dwell,14
1.47,45.2,8.0,68.7,0,dwell,14
0.39,33.4,34.0,18.8,0,overnight,6
0.38,71.0,22.0,36.8,0,overnight,20
1.2,30.8,10.0,61.8,0,dwell,14
0.04,69.2,40.0,36.2,0,overnight,21
0.25,56.0,32.0,46.3,0,overnight,6
0.96,0.6,7.0,29.6,0,dwell,6
0.22,11.1,38.0,34.0,0,overnight,10
1.05,20.1,97.14,898.9,1,prolonged_inactivity,7
0.07,35.0,24.0,11.9,0,overnight,2
0.11,37.6,39.0,20.1,0,overnight,18
1.47,56.2,12.0,47.6,0,dwell,22
0.15,28.8,10.0,45.6,0,dwell,5
0.48,16.9,30.0,35.4,0,overnight,23
0.08,17.5,40.0,9.5,0,overnight,4
0.45,11.7,32.0,38.1,0,overnight,1
1.35,49.8,8.0,51.8,0,dwell,6
0.3,47.0,12.0,71.1,0,dwell,20
0.36,9.0,31.0,27.2,0,overnight,23
0.43,138.6,0.5,639.9,0,synthetic_normal,10
0.67,14.1,13.0,42.1,0,dwell,14
0.06,18.2,36.0,54.6,0,overnight,22
0.37,28.5,40.0,14.1,0,overnight,0
0.37,73.2,29.0,50.1,0,overnight,19
0.05,58.2,25.0,22.6,0,overnight,9
0.29,21.9,28.0,22.6,0,overnight,6
0.15,34.3,33.0,5.9,0,overnight,6
199.16,5219.4,1.88,1370.7,1,abduction_speed,6
0.19,85.0,31.0,37.2,0,overnight,3
0.48,65.4,33.0,45.5,0,overnight,6
0.76,26.8,13.0,118.6,0,dwell,16
0.47,12646.7,46.0,3057.2,1,signal_loss_return,14
0.07,34.2,21.0,39.1,0,overnight,11
0.37,73.6,40.0,36.0,0,overnight,10
0.47,62.3,29.0,57.5,0,overnight,18
0.04,61.6,28.0,50.3,0,overnight,3
0.44,13.4,37.0,22.3,0,overnight,11
0.09,35.7,23.0,24.6,0,overnight,1
0.33,70.7,38.0,38.7,0,overnight,23
0.5,17.3,21.0,24.0,0,overnight,9
0.0,40.2,30.0,7.7,0,overnight,5
5.49,85.4,2.8,50.7,0,normal,14
0.54,3.0,68.84,759.3,1,prolonged_inactivity,4
3.92,73.0,5.52,21.0,0,normal,14
46.0,7981.7,3.9,4379.7,1,sudden_jump,2
0.14,42.3,23.0,33.9,0,overnight,10
0.17,14.4,22.0,22.9,0,overnight,5
0.13,79.7,33.0,38.5,0,overnight,2
0.16,28.8,13.0,91.0,0,dwell,14
0.2,62.5,30.0,41.0,0,overnight,2
0.35,27.8,27.0,23.5,0,overnight,5
0.17,47.1,26.0,22.8,0,overnight,1
0.42,50.3,33.0,35.9,0,overnight,6
5.35,0.0,0.02,88.0,0,normal,13
0.48,39.8,20.0,32.5,0,overnight,0
0.34,23.2,29.0,40.4,0,overnight,6
0.38,55.3,21.0,48.7,0,overnight,5
0.33,9.5,21.0,5.5,0,overnight,1
0.25,11.1,20.87,194.5,0,synthetic_normal,6
0.34,69.6,29.0,42.3,0,overnight,16
3.59,160.0,3.67,30.7,0,normal,14
4.14,163.0,5.9,49.7,0,normal,13
37.99,5438.3,46.0,1457.3,1,signal_loss_return,20
0.11,32.3,37.0,34.5,0,overnight,7
0.38,22.2,22.0,9.1,0,overnight,4
0.51,40.1,26.46,142.5,0,synthetic_normal,18
0.28,90.3,33.0,48.5,0,overnight,10
0.28,1.2,21.0,26.6,0,overnight,19
0.04,55.4,8.0,27.4,0,dwell,13
0.21,17.0,28.0,44.3,0,overnight,15
0.36,28.7,20.0,32.8,0,overnight,22
0.28,70.1,26.0,38.3,0,overnight,17
0.42,15.3,30.0,6.7,0,overnight,8
42.45,13298.3,2.76,1000.0,1,sudden_jump,15
4.39,182.0,3.03,222.0,0,normal,14
0.94,25.0,8.0,60.0,0,dwell,4
0.04,45.0,38.0,23.5,0,overnight,18
1.15,26.8,11.0,31.7,0,dwell,14
0.15,22.9,34.0,20.8,0,overnight,12
0.25,61.7,28.0,38.2,0,overnight,9
0.12,50.7,30.0,33.7,0,overnight,5
0.09,68.1,10.07,666.7,0,synthetic_normal,15
0.39,5.5,46.0,723.3,1,prolonged_inactivity,9
0.27,72.1,24.0,45.2,0,overnight,23
0.01,53.6,40.0,44.3,0,overnight,22
3.85,134557.0,233.28,170.2,1,intercity_transit,16
0.2,53.8,32.0,32.2,0,overnight,22
5.05,198.1,5.02,150.8,0,normal,14
32.37,2252.2,3.95,89.0,0,normal,15
0.33,60.6,13.0,18.8,0,dwell,15
0.47,72.9,25.0,46.9,0,overnight,15
0.37,37.3,23.0,16.0,0,overnight,10
0.37,52.1,25.0,48.4,0,overnight,3
0.42,28.9,35.0,27.6,0,overnight,3
1.02,25.8,14.0,125.5,0,dwell,15
171.43,8945.3,1.0,4564.9,1,abduction_speed,16
3.06,204.4,60.27,180.4,1,normal,13
0.2,76.5,36.0,55.9,0,overnight,12
0.25,23.4,23.0,10.7,0,overnight,7
0.2,43.9,36.0,54.0,0,overnight,6
0.03,70.5,33.0,16.0,0,overnight,8
0.49,13.7,33.0,27.4,0,overnight,12
0.33,27.2,22.0,25.3,0,overnight,18
0.53,126.0,24.32,205.2,0,synthetic_normal,8
0.34,27.7,26.0,33.6,0,overnight,0
0.7,44.4,9.0,83.0,0,dwell,18
0.29,46.9,26.0,8.2,0,overnight,20
0.35,69.4,22.0,45.7,0,overnight,4
0.17,85.1,36.0,44.3,0,overnight,19
1.36,34.0,8.0,87.7,0,dwell,15
0.04,15.5,21.0,27.3,0,overnight,20
0.24,16.0,23.0,8.2,0,overnight,18
0.48,41.4,39.0,43.0,0,overnight,10
0.15,36.1,36.0,31.5,0,overnight,1
0.2,46.9,22.0,7.0,0,overnight,5
0.3,58.3,26.0,40.2,0,overnight,10
0.04,67.5,29.0,27.1,0,overnight,1
0.43,43.8,40.0,41.9,0,overnight,7
0.09,63.1,35.0,35.4,0,overnight,9
0.41,81.8,32.0,40.9,0,overnight,5
5.09,71.9,5.1,10.7,0,normal,14
0.25,21.9,40.0,26.5,0,overnight,9
0.46,18.5,32.0,28.3,0,overnight,23
0.8,23.0,6.0,93.1,0,dwell,14
28.72,1793.8,12.66,8179.8,1,route_abandonment,22
0.18,82.3,26.3,411.6,0,synthetic_normal,17
0.12,9.2,24.0,47.7,0,overnight,19
0.21,59.0,21.0,23.1,0,overnight,22
0.1,82.6,30.0,37.7,0,overnight,0
0.37,69.3,21.0,32.9,0,overnight,6
1.06,27.2,73.58,891.0,1,prolonged_inactivity,20
0.47,11.1,24.0,37.4,0,overnight,9
4.38,105.3,2.8,43.3,0,normal,14
0.21,77.5,20.0,38.2,0,overnight,8
0.14,27.5,37.0,15.1,0,overnight,3
0.47,2.0,20.0,23.9,0,overnight,9
0.07,3.6,23.67,341.8,0,synthetic_normal,0
0.1,50.9,22.0,23.2,0,overnight,11
3.66,137.7,6.33,34.7,0,normal,21
1.21,10.4,7.0,56.2,0,dwell,15
0.1,34.9,40.0,19.7,0,overnight,3
0.17,31.5,39.0,39.1,0,overnight,22
0.15,26.3,37.0,27.6,0,overnight,16
1.22,24.5,14.0,48.3,0,dwell,14
0.41,86.0,30.0,35.1,0,overnight,12
4.29,245.8,5.85,165.2,0,normal,21
0.76,22.5,7.0,65.7,0,dwell,6
0.27,64.6,36.0,41.9,0,overnight,12
0.46,41.8,34.0,38.6,0,overnight,19
33.0,1669.4,6.68,237.9,0,normal,22
0.27,48.6,28.0,15.4,0,overnight,8
0.11,77.0,39.0,29.8,0,overnight,7
0.76,37.2,12.0,28.9,0,dwell,14
0.42,46.4,14.0,52.8,0,dwell,16
0.52,19.8,10.0,0.7,0,dwell,14
0.45,40.6,40.0,34.8,0,overnight,10
173.75,4628.1,2.41,2664.9,1,abduction_speed,18
0.3,8.4,39.0,27.5,0,overnight,19
6.2,97.7,3.12,119.8,0,normal,14
0.38,45.8,27.0,40.9,0,overnight,23
0.12,26.8,6.0,25.5,0,dwell,15
1.44,5.5,9.0,40.3,0,dwell,14
0.37,41.6,32.0,44.2,0,overnight,22
0.26,46.8,28.0,48.2,0,overnight,9
0.33,18.4,28.0,40.3,0,overnight,9
0.27,69.7,35.0,24.5,0,overnight,23
0.16,54.8,22.0,20.5,0,overnight,9
0.04,59.8,37.0,43.8,0,overnight,8
6.87,20800.8,72.33,4213.6,1,signal_loss_return,10
0.32,64.7,22.0,27.8,0,overnight,2
0.77,36.8,8.0,54.3,0,dwell,17
1.41,11.3,11.0,87.4,0,dwell,17
152.42,3928.8,3.97,5403.8,1,abduction_speed,1
0.47,35.9,36.0,26.1,0,overnight,18
0.42,24.9,27.0,24.4,0,overnight,2
1.56,13.8,6.0,96.5,0,dwell,15
0.04,66.6,33.0,27.6,0,overnight,9
0.07,36.9,31.0,22.9,0,overnight,23
0.02,23.9,20.0,7.2,0,overnight,11
0.2,17.0,13.47,43.4,0,synthetic_normal,23
0.4,19.3,31.0,35.5,0,overnight,6
0.17,39.0,37.0,7.2,0,overnight,4
0.05,45.7,28.0,33.2,0,overnight,2
0.27,23.0,33.0,9.0,0,overnight,4
0.31,25.3,23.0,37.2,0,overnight,4
0.2,2853.1,25.21,5534.2,1,route_abandonment,10
0.44,15.1,7.0,56.5,0,dwell,13
2.36,24980.3,46.0,2760.9,1,signal_loss_return,5
1.03,49.5,7.0,67.3,0,dwell,14
0.24,54.6,22.0,31.7,0,overnight,22
0.46,22.7,31.0,6.6,0,overnight,18
0.47,38.9,25.0,30.0,0,overnight,19
0.38,74.9,34.0,40.9,0,overnight,21
0.41,16.9,20.0,27.9,0,overnight,11
23.94,5306.3,3.86,3120.4,1,sudden_jump,14
3.56,89.0,3.72,64.9,0,normal,15
0.38,17.6,31.0,23.2,0,overnight,18
0.13,83.6,25.0,41.7,0,overnight,20
0.34,17.9,3.8,690.6,0,synthetic_normal,16
0.2,84.9,30.0,56.0,0,overnight,21
0.14,35.3,35.0,38.2,0,overnight,12
58.65,10669.4,1.1,4377.1,1,sudden_jump,17
121.0,6338.0,1.96,1825.8,1,abduction_speed,1
1.37,9.8,9.0,151.5,0,dwell,16
0.48,46.2,32.0,31.1,0,overnight,11
0.18,18.1,34.0,37.1,0,overnight,21
1.28,46.1,14.0,102.3,0,dwell,14
0.5,81.3,30.0,46.2,0,overnight,22
0.05,19.2,22.0,50.1,0,overnight,10
4.02,65.6,5.43,12.5,0,normal,6
0.56,6.6,11.0,43.7,0,dwell,15
0.26,52.8,40.0,5.4,0,overnight,11
0.01,11.1,38.0,32.9,0,overnight,22
0.63,12.7,7.0,90.2,0,dwell,13
0.46,83.8,24.0,47.4,0,overnight,23
0.22,23.9,35.0,6.4,0,overnight,21
0.44,63.7,34.0,42.3,0,overnight,1
0.44,48.6,36.0,37.4,0,overnight,10
0.21,49.3,33.0,37.6,0,overnight,17
0.79,53.3,9.0,104.2,0,dwell,14
0.11,52.0,23.0,15.8,0,overnight,12
0.06,17.4,28.0,23.5,0,overnight,6
0.28,20.3,14.0,45.2,0,dwell,13
15.54,7454.1,191.42,10260.9,1,signal_loss_return,13
0.76,41.9,14.0,57.4,0,dwell,13
0.47,68.2,34.0,28.3,0,overnight,12
0.22,24.0,27.0,25.3,0,overnight,0
0.33,4.4,38.0,8.0,0,overnight,19
30.07,961.9,4.25,16717.2,1,route_abandonment,11
43.4,1133.4,7.49,1599.0,0,synthetic_normal,10
0.09,52.2,24.0,35.0,0,overnight,9
0.2,64.3,39.0,37.9,0,overnight,18
0.15,24.9,9.0,177.2,0,dwell,14
0.22,54.3,26.0,31.6,0,overnight,0
0.16,20.0,24.0,51.3,0,overnight,17
0.17,29.9,36.0,24.4,0,overnight,6
0.07,26.4,33.0,27.8,0,overnight,5
0.13,76.5,26.0,46.1,0,overnight,4
0.13,54.8,40.0,51.6,0,overnight,4
13.35,24.7,8.13,168.6,0,synthetic_normal,4
0.08,76.5,29.0,36.2,0,overnight,5
0.42,73.7,39.0,46.6,0,overnight,7
0.3,22.3,31.0,46.7,0,overnight,3
0.36,59.6,30.0,30.3,0,overnight,15
4.47,145878.4,240.02,162.6,1,intercity_transit,16
0.05,8.1,38.0,40.5,0,overnight,18
0.05,66.7,39.0,41.7,0,overnight,22
0.2,23.6,37.0,45.7,0,overnight,12
0.1,15.9,40.0,19.1,0,overnight,2
0.17,52.7,23.0,35.6,0,overnight,1
0.22,24.1,30.0,44.1,0,overnight,2
0.4,9.1,26.0,12.4,0,overnight,23
0.42,119.8,7.13,134.6,0,synthetic_normal,7
0.01,2.7,29.29,179.5,0,synthetic_normal,14
