id,tourist_id,type,severity,status,description,lat,lng,assigned_unit_id,detected_at,acknowledged_at,dispatched_at,resolved_at
1691,474,anomaly,high,detected,AI anomaly: prolonged inactivity 57 min,26.185852,91.745154,,2026-08-27 07:41:32,,,
1692,474,anomaly,high,resolved,AI anomaly: prolonged inactivity 61 min,26.189293,91.74804,9,2026-08-28 07:42:55,2026-08-28 07:43:59,2026-08-28 07:47:00,2026-08-28 08:03:06
1693,475,anomaly,high,dispatched,AI anomaly: unusual movement pattern,26.580479,93.163344,4,2026-09-04 07:49:56,2026-09-04 07:53:27,2026-09-04 07:54:57,
1694,475,geofence,critical,resolved,Restricted-zone entry: Kaziranga Core Zone,26.580479,93.163344,18,2026-09-04 07:49:56,2026-09-04 07:52:48,2026-09-04 07:53:44,2026-09-04 08:30:01
1695,475,anomaly,high,resolved,AI anomaly: prolonged inactivity 231 min,26.231372,92.083588,21,2026-09-05 10:30:55,2026-09-05 10:31:19,2026-09-05 10:31:41,2026-09-05 10:46:09
1696,476,anomaly,high,resolved,AI anomaly: prolonged inactivity 53 min,25.256771,91.705413,16,2026-09-01 07:33:07,2026-09-01 07:33:41,2026-09-01 07:38:46,2026-09-01 07:51:04
1697,476,geofence,critical,resolved,Restricted-zone entry: Cherrapunji Cliff Edge,25.276877,91.684805,15,2026-09-02 07:32:56,2026-09-02 07:34:34,2026-09-02 07:46:41,2026-09-02 08:09:01
1698,476,anomaly,high,resolved,AI anomaly: prolonged inactivity 284 min,25.599489,91.892349,9,2026-09-03 11:22:45,2026-09-03 11:26:29,2026-09-03 11:28:12,2026-09-03 11:39:31
1699,476,anomaly,high,resolved,AI anomaly: prolonged inactivity 53 min,25.638564,91.8894,9,2026-09-04 07:35:34,2026-09-04 07:36:28,2026-09-04 07:39:27,2026-09-04 11:26:55
1700,477,anomaly,high,dispatched,AI anomaly: prolonged inactivity 67 min,26.147594,91.781837,1,2026-08-06 07:45:32,2026-08-06 07:51:15,2026-08-06 08:11:15,
1701,478,anomaly,high,resolved,AI anomaly: prolonged inactivity 59 min,26.984293,94.643427,19,2026-07-25 07:29:34,2026-07-25 07:31:23,2026-07-25 07:33:15,2026-07-25 07:36:35
1702,478,anomaly,high,resolved,AI anomaly: prolonged inactivity 376 min,26.951234,94.171209,8,2026-07-27 13:00:00,2026-07-27 13:00:44,2026-07-27 13:01:09,2026-07-27 13:13:42
1703,478,anomaly,high,resolved,AI anomaly: prolonged inactivity 77 min,26.950843,94.171288,13,2026-07-28 07:58:54,2026-07-28 08:00:44,2026-07-28 08:02:16,2026-07-28 08:15:31
1704,478,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 76 min,26.950856,94.17103,,2026-07-29 07:52:55,2026-07-29 07:55:59,,
1705,478,anomaly,high,resolved,AI anomaly: prolonged inactivity 227 min,26.633444,92.800645,8,2026-07-30 10:25:05,2026-07-30 10:25:45,2026-07-30 10:27:58,2026-07-30 10:45:37
1706,478,anomaly,high,resolved,AI anomaly: prolonged inactivity 295 min,26.10413,91.586545,11,2026-08-02 11:31:25,2026-08-02 11:33:57,2026-08-02 11:40:07,2026-08-02 11:49:06
1707,478,anomaly,high,dispatched,AI anomaly: prolonged inactivity 47 min,26.104799,91.58614,21,2026-08-04 07:22:10,2026-08-04 07:23:45,2026-08-04 07:32:08,
1708,479,anomaly,high,resolved,AI anomaly: abnormal speed 135 km/h (possible vehicle abduction),26.143416,91.799115,11,2026-07-31 07:40:57,2026-07-31 07:43:15,2026-07-31 07:45:18,2026-07-31 08:08:15
1709,479,geofence,critical,resolved,Restricted-zone entry: Riverside Restricted Area,26.186077,91.763479,22,2026-07-31 09:19:03,2026-07-31 09:22:55,2026-07-31 09:24:34,2026-07-31 09:29:32
1710,481,anomaly,high,resolved,AI anomaly: prolonged inactivity 50 min,26.184324,91.750051,22,2026-08-13 07:41:10,2026-08-13 07:44:49,2026-08-13 07:47:07,2026-08-13 08:42:25
1711,481,anomaly,high,resolved,AI anomaly: prolonged inactivity 425 min,26.633919,92.799078,16,2026-08-15 14:03:01,2026-08-15 14:04:47,2026-08-15 14:07:04,2026-08-15 14:31:00
1712,481,anomaly,high,dispatched,AI anomaly: prolonged inactivity 228 min,27.545282,93.831384,9,2026-08-17 10:35:55,2026-08-17 10:36:00,2026-08-17 10:40:48,
1713,481,anomaly,high,resolved,AI anomaly: prolonged inactivity 55 min,27.54588,93.831759,12,2026-08-18 07:40:57,2026-08-18 07:42:33,2026-08-18 07:44:45,2026-08-18 07:54:59
1714,483,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 81 min,26.146116,91.737515,,2026-08-10 07:52:31,2026-08-10 07:54:22,,
1715,483,anomaly,high,resolved,AI anomaly: prolonged inactivity 241 min,26.251031,91.514994,13,2026-08-11 11:06:36,2026-08-11 11:07:14,2026-08-11 11:12:26,2026-08-11 11:27:20
1716,483,anomaly,high,resolved,AI anomaly: prolonged inactivity 622 min,26.366294,91.634133,7,2026-08-13 17:06:37,2026-08-13 17:10:54,2026-08-13 17:19:32,2026-08-13 17:49:20
1717,483,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 47 min,26.365763,91.63398,,2026-08-14 07:22:52,2026-08-14 07:23:32,,
1718,484,anomaly,high,resolved,AI anomaly: prolonged inactivity 408 min,25.935188,91.435075,15,2026-07-25 13:50:39,2026-07-25 13:51:48,2026-07-25 13:54:59,2026-07-25 14:00:36
1719,485,anomaly,high,resolved,AI anomaly: prolonged inactivity 60 min,25.244925,91.714325,5,2026-08-10 07:32:05,2026-08-10 07:33:26,2026-08-10 07:36:31,2026-08-10 08:08:58
1720,485,anomaly,high,resolved,AI anomaly: prolonged inactivity 373 min,25.577566,91.895467,9,2026-08-12 13:08:33,2026-08-12 13:12:57,2026-08-12 13:14:31,2026-08-12 13:19:25
1721,485,anomaly,high,resolved,AI anomaly: prolonged inactivity 204 min,26.184078,91.753192,8,2026-08-15 10:09:00,2026-08-15 10:09:37,2026-08-15 10:11:56,2026-08-15 10:45:41
1722,487,anomaly,high,resolved,AI anomaly: prolonged inactivity 315 min,26.177239,91.786215,10,2026-08-19 11:56:26,2026-08-19 12:03:32,2026-08-19 12:03:49,2026-08-19 12:12:18
1723,487,anomaly,high,dispatched,AI anomaly: prolonged inactivity 348 min,26.113762,91.636526,6,2026-08-20 12:20:09,2026-08-20 12:21:58,2026-08-20 12:38:09,
1724,487,geofence,critical,detected,Restricted-zone entry: Deepor Beel Wetland Edge,26.119422,91.650223,,2026-08-20 12:26:11,,,
1725,488,geofence,critical,dispatched,Restricted-zone entry: Deepor Beel Wetland Edge,26.119935,91.650178,6,2026-08-02 07:14:28,2026-08-02 07:16:07,2026-08-02 07:21:20,
1726,488,anomaly,high,resolved,AI anomaly: prolonged inactivity 479 min,26.176754,91.784303,17,2026-08-03 14:47:07,2026-08-03 14:48:13,2026-08-03 14:49:25,2026-08-03 15:05:41
1727,488,anomaly,high,resolved,AI anomaly: prolonged inactivity 201 min,26.234598,92.084613,22,2026-08-04 10:02:50,2026-08-04 10:03:37,2026-08-04 10:05:22,2026-08-04 10:33:04
1728,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 81 min,27.332233,88.612723,15,2026-08-03 07:55:23,2026-08-03 07:55:45,2026-08-03 08:00:35,2026-08-03 08:07:18
1729,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 371 min,25.577998,91.893906,2,2026-08-05 12:51:57,2026-08-05 12:56:18,2026-08-05 12:57:01,2026-08-05 13:06:36
1730,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 64 min,25.578215,91.894432,22,2026-08-06 07:48:07,2026-08-06 07:48:59,2026-08-06 07:55:35,2026-08-06 08:26:17
1731,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 322 min,26.576395,93.172771,7,2026-08-07 12:06:28,2026-08-07 12:12:57,2026-08-07 12:31:46,2026-08-07 12:59:56
1732,489,geofence,critical,resolved,Restricted-zone entry: Kaziranga Core Zone,26.576395,93.172771,10,2026-08-07 12:06:28,2026-08-07 12:07:12,2026-08-07 12:11:48,2026-08-07 13:56:29
1733,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 72 min,26.575952,93.172882,17,2026-08-08 07:53:07,2026-08-08 07:53:35,2026-08-08 07:55:15,2026-08-08 09:07:54
1734,489,anomaly,high,resolved,AI anomaly: abnormal speed 142 km/h (possible vehicle abduction),24.784457,93.902898,6,2026-08-09 13:02:10,2026-08-09 13:03:09,2026-08-09 13:05:02,2026-08-09 14:07:01
1735,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 56 min,24.816745,93.936143,14,2026-08-11 07:26:38,2026-08-11 07:29:12,2026-08-11 07:29:43,2026-08-11 08:06:51
1736,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 234 min,23.725395,92.717455,7,2026-08-12 10:49:42,2026-08-12 10:51:50,2026-08-12 10:55:51,2026-08-12 11:00:39
1737,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 61 min,23.725345,92.717727,13,2026-08-13 07:31:25,2026-08-13 07:34:30,2026-08-13 07:40:05,2026-08-13 07:59:18
1738,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 429 min,23.832884,91.28743,11,2026-08-14 13:48:51,2026-08-14 13:50:17,2026-08-14 13:54:55,2026-08-14 14:14:38
1739,489,anomaly,high,resolved,AI anomaly: prolonged inactivity 67 min,23.832943,91.287149,19,2026-08-15 07:39:35,2026-08-15 07:48:46,2026-08-15 07:49:04,2026-08-15 07:58:45
1740,490,geofence,critical,dispatched,Restricted-zone entry: Cherrapunji Cliff Edge,25.278922,91.688258,18,2026-08-18 07:29:20,2026-08-18 07:30:08,2026-08-18 07:31:37,
1741,490,anomaly,high,resolved,AI anomaly: prolonged inactivity 162 min,25.190987,91.992991,8,2026-08-19 09:26:14,2026-08-19 09:35:26,2026-08-19 09:47:33,2026-08-19 10:56:41
1742,490,geofence,critical,resolved,Restricted-zone entry: Dawki Border Belt,25.190764,92.019267,4,2026-08-19 09:43:23,2026-08-19 09:44:17,2026-08-19 09:45:15,2026-08-19 09:56:50
1743,490,anomaly,high,resolved,AI anomaly: prolonged inactivity 77 min,25.190253,91.993644,1,2026-08-20 07:51:30,2026-08-20 07:54:53,2026-08-20 08:05:12,2026-08-20 08:15:02
1744,490,anomaly,high,resolved,AI anomaly: prolonged inactivity 487 min,25.638586,91.888199,12,2026-08-21 14:42:50,2026-08-21 14:44:18,2026-08-21 14:46:28,2026-08-21 15:16:34
1745,492,geofence,critical,detected,Restricted-zone entry: Deepor Beel Wetland Edge,26.119353,91.65084,,2026-08-14 08:52:53,,,
1746,492,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 46 min,26.096013,91.603274,,2026-08-15 07:27:36,2026-08-15 07:28:26,,
1747,492,anomaly,high,resolved,AI anomaly: prolonged inactivity 309 min,26.176349,91.78594,15,2026-08-16 12:02:50,2026-08-16 12:03:26,2026-08-16 12:04:34,2026-08-16 12:26:12
1748,492,anomaly,high,resolved,AI anomaly: prolonged inactivity 329 min,26.233258,92.084139,11,2026-08-17 12:19:29,2026-08-17 12:19:50,2026-08-17 12:25:03,2026-08-17 12:29:50
1749,492,anomaly,high,detected,AI anomaly: prolonged inactivity 433 min,25.933069,91.432664,,2026-08-18 14:01:04,,,
1750,493,anomaly,high,resolved,AI anomaly: prolonged inactivity 62 min,25.20165,91.918766,21,2026-07-26 07:37:30,2026-07-26 07:38:39,2026-07-26 07:39:44,2026-07-26 08:08:29
1751,493,anomaly,high,resolved,AI anomaly: prolonged inactivity 301 min,25.246955,91.714426,10,2026-07-27 11:34:40,2026-07-27 11:37:05,2026-07-27 11:40:42,2026-07-27 13:04:52
1752,493,anomaly,high,resolved,AI anomaly: prolonged inactivity 246 min,25.580719,91.894291,11,2026-07-28 11:00:59,2026-07-28 11:02:43,2026-07-28 11:04:50,2026-07-28 11:53:30
1753,493,anomaly,high,resolved,AI anomaly: prolonged inactivity 189 min,26.184252,91.751442,15,2026-07-29 10:03:46,2026-07-29 10:08:06,2026-07-29 10:09:07,2026-07-29 10:13:18
1754,494,anomaly,high,resolved,AI anomaly: prolonged inactivity 314 min,26.166803,91.565665,1,2026-08-26 12:10:20,2026-08-26 12:11:54,2026-08-26 12:13:11,2026-08-26 12:40:23
1755,495,anomaly,high,resolved,AI anomaly: prolonged inactivity 60 min,26.182774,91.753068,22,2026-08-25 07:32:57,2026-08-25 07:33:40,2026-08-25 07:35:55,2026-08-25 07:46:17
1756,495,anomaly,high,dispatched,AI anomaly: prolonged inactivity 382 min,26.675131,92.847065,21,2026-08-26 13:22:07,2026-08-26 13:22:57,2026-08-26 13:24:55,
1757,495,anomaly,high,resolved,AI anomaly: prolonged inactivity 54 min,26.63356,92.797725,14,2026-08-27 07:27:44,2026-08-27 07:29:22,2026-08-27 07:31:40,2026-08-27 07:54:33
1758,495,anomaly,high,resolved,AI anomaly: prolonged inactivity 56 min,26.633133,92.798416,8,2026-08-28 07:42:21,2026-08-28 07:43:04,2026-08-28 07:43:51,2026-08-28 07:49:35
1759,495,anomaly,high,resolved,AI anomaly: prolonged inactivity 166 min,27.587928,91.857403,3,2026-08-29 09:34:32,2026-08-29 09:35:52,2026-08-29 09:41:13,2026-08-29 10:02:01
1760,495,anomaly,high,resolved,AI anomaly: prolonged inactivity 50 min,27.58759,91.857574,4,2026-08-30 07:44:04,2026-08-30 07:46:55,2026-08-30 07:47:42,2026-08-30 08:16:50
1761,495,anomaly,high,resolved,AI anomaly: prolonged inactivity 495 min,27.546049,93.831746,6,2026-09-02 14:51:44,2026-09-02 14:53:55,2026-09-02 14:58:10,2026-09-02 15:09:10
1762,496,anomaly,high,dispatched,AI anomaly: prolonged inactivity 47 min,25.59863,91.892784,15,2026-08-26 07:22:35,2026-08-26 07:24:20,2026-08-26 07:25:13,
1763,496,anomaly,high,resolved,AI anomaly: prolonged inactivity 262 min,25.292426,91.677202,2,2026-08-28 11:12:46,2026-08-28 11:13:44,2026-08-28 11:15:13,2026-08-28 11:23:24
1764,496,anomaly,high,dispatched,AI anomaly: prolonged inactivity 55 min,25.29227,91.67668,8,2026-08-29 07:40:39,2026-08-29 07:44:35,2026-08-29 07:47:06,
1765,496,anomaly,high,resolved,AI anomaly: prolonged inactivity 478 min,25.191766,92.019364,7,2026-08-31 14:55:31,2026-08-31 14:57:10,2026-08-31 15:05:59,2026-08-31 15:35:27
1766,496,geofence,critical,resolved,Restricted-zone entry: Dawki Border Belt,25.190943,92.020901,6,2026-08-31 15:08:50,2026-08-31 15:12:02,2026-08-31 15:22:51,2026-08-31 16:36:18
1767,496,anomaly,high,resolved,AI anomaly: prolonged inactivity 46 min,25.191328,92.019111,9,2026-09-02 07:35:50,2026-09-02 07:37:24,2026-09-02 07:59:19,2026-09-02 08:19:14
1768,497,geofence,critical,resolved,Restricted-zone entry: Cherrapunji Cliff Edge,25.273666,91.693079,2,2026-09-04 07:59:11,2026-09-04 08:01:43,2026-09-04 08:04:10,2026-09-04 08:06:44
1769,497,anomaly,high,resolved,AI anomaly: prolonged inactivity 165 min,25.637061,91.890479,6,2026-09-05 09:35:27,2026-09-05 09:38:08,2026-09-05 09:40:30,2026-09-05 09:46:20
1770,498,anomaly,high,resolved,AI anomaly: prolonged inactivity 290 min,26.098961,91.607245,5,2026-08-24 11:21:53,2026-08-24 11:22:40,2026-08-24 11:28:07,2026-08-24 11:55:36
1771,498,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.119624,91.650315,5,2026-08-24 12:25:00,2026-08-24 12:27:14,2026-08-24 12:37:54,2026-08-24 12:53:53
1772,498,anomaly,high,resolved,AI anomaly: prolonged inactivity 359 min,26.176364,91.785677,7,2026-08-25 12:43:42,2026-08-25 12:44:55,2026-08-25 12:53:23,2026-08-25 13:09:03
1773,499,anomaly,high,detected,AI anomaly: prolonged inactivity 378 min,25.931929,91.432307,,2026-07-23 12:55:43,,,
1774,499,anomaly,high,resolved,AI anomaly: prolonged inactivity 446 min,26.233157,92.081467,2,2026-07-24 14:27:48,2026-07-24 14:28:15,2026-07-24 14:28:28,2026-07-24 14:31:48
1775,500,anomaly,high,resolved,AI anomaly: prolonged inactivity 59 min,26.151099,91.785236,12,2026-08-09 07:38:38,2026-08-09 07:38:55,2026-08-09 07:39:13,2026-08-09 07:42:53
1776,501,anomaly,high,resolved,AI anomaly: unusual movement pattern,26.210445,91.714613,21,2026-09-05 07:09:35,2026-09-05 07:09:59,2026-09-05 07:11:30,2026-09-05 07:22:33
1777,502,anomaly,high,resolved,AI anomaly: prolonged inactivity 873 min,26.176571,91.750309,8,2026-08-09 21:13:30,2026-08-09 21:16:05,2026-08-09 21:16:39,2026-08-09 21:22:25
1778,502,anomaly,high,resolved,AI anomaly: prolonged inactivity 872 min,26.173958,91.733032,11,2026-08-10 21:11:05,2026-08-10 21:15:20,2026-08-10 21:16:07,2026-08-10 21:28:56
1779,503,anomaly,high,resolved,AI anomaly: abnormal speed 148 km/h (possible vehicle abduction),26.214467,91.808677,14,2026-08-26 07:15:26,2026-08-26 07:17:07,2026-08-26 07:22:24,2026-08-26 07:49:51
1780,503,anomaly,high,resolved,AI anomaly: prolonged inactivity 230 min,26.166229,91.566305,4,2026-08-27 10:24:22,2026-08-27 10:26:50,2026-08-27 10:30:29,2026-08-27 11:09:25
1781,503,anomaly,high,resolved,AI anomaly: prolonged inactivity 67 min,26.166085,91.566357,14,2026-08-28 07:58:09,2026-08-28 07:58:27,2026-08-28 07:58:41,2026-08-28 08:27:35
1782,505,anomaly,high,dispatched,AI anomaly: prolonged inactivity 471 min,26.633902,92.800625,4,2026-08-10 14:46:06,2026-08-10 14:47:09,2026-08-10 14:48:45,
1783,505,anomaly,high,dispatched,AI anomaly: prolonged inactivity 77 min,26.633979,92.800265,6,2026-08-11 07:55:36,2026-08-11 07:57:30,2026-08-11 07:59:48,
1784,505,anomaly,high,dispatched,AI anomaly: prolonged inactivity 145 min,26.18365,91.749269,20,2026-08-12 09:26:31,2026-08-12 09:27:06,2026-08-12 09:28:00,
1785,505,anomaly,high,resolved,AI anomaly: prolonged inactivity 209 min,27.587415,91.858764,20,2026-08-14 10:22:17,2026-08-14 10:22:54,2026-08-14 10:23:55,2026-08-14 10:25:42
1786,507,anomaly,high,resolved,AI anomaly: prolonged inactivity 190 min,26.107112,91.584078,13,2026-08-29 09:57:38,2026-08-29 09:58:05,2026-08-29 10:00:27,2026-08-29 10:02:56
1787,508,anomaly,high,resolved,AI anomaly: prolonged inactivity 336 min,26.165744,91.567199,3,2026-09-03 12:13:36,2026-09-03 12:18:14,2026-09-03 12:19:00,2026-09-03 12:34:21
1788,509,geofence,critical,resolved,Restricted-zone entry: Dawki Border Belt,25.189961,92.019677,19,2026-08-26 07:46:52,2026-08-26 07:47:34,2026-08-26 07:49:49,2026-08-26 08:39:53
1789,509,anomaly,high,detected,AI anomaly: prolonged inactivity 60 min,25.193222,91.995112,,2026-08-27 07:40:01,,,
1790,509,anomaly,high,resolved,AI anomaly: prolonged inactivity 54 min,25.19722,91.957147,11,2026-08-28 07:29:46,2026-08-28 07:31:02,2026-08-28 07:32:31,2026-08-28 08:03:37
1791,509,anomaly,high,resolved,AI anomaly: prolonged inactivity 194 min,25.278911,91.687473,2,2026-08-29 10:10:59,2026-08-29 10:11:24,2026-08-29 10:13:31,2026-08-29 10:22:30
1792,509,geofence,critical,resolved,Restricted-zone entry: Cherrapunji Cliff Edge,25.278911,91.687473,18,2026-08-29 10:10:59,2026-08-29 10:12:03,2026-08-29 10:14:11,2026-08-29 10:28:27
1793,509,anomaly,high,resolved,AI anomaly: prolonged inactivity 45 min,25.279724,91.687368,9,2026-08-30 07:16:46,2026-08-30 07:17:40,2026-08-30 07:18:39,2026-08-30 07:23:00
1794,509,anomaly,high,resolved,AI anomaly: prolonged inactivity 51 min,25.257026,91.706009,11,2026-08-31 07:35:01,2026-08-31 07:35:38,2026-08-31 07:38:16,2026-08-31 07:50:42
1795,509,anomaly,high,resolved,AI anomaly: prolonged inactivity 223 min,25.655053,91.890254,3,2026-09-01 10:19:16,2026-09-01 10:25:14,2026-09-01 10:26:10,2026-09-01 10:47:12
1796,510,anomaly,high,detected,AI anomaly: prolonged inactivity 48 min,26.164482,91.75273,,2026-08-09 07:32:09,,,
1797,510,anomaly,high,resolved,AI anomaly: prolonged inactivity 55 min,26.631526,92.800297,1,2026-08-10 07:31:46,2026-08-10 07:33:10,2026-08-10 07:34:28,2026-08-10 09:11:23
1798,510,anomaly,high,resolved,AI anomaly: prolonged inactivity 79 min,26.631714,92.800302,15,2026-08-11 07:50:10,2026-08-11 07:50:19,2026-08-11 07:52:35,2026-08-11 07:59:26
1799,510,anomaly,high,resolved,AI anomaly: prolonged inactivity 267 min,26.183908,91.752631,9,2026-08-12 11:14:51,2026-08-12 11:16:56,2026-08-12 11:18:07,2026-08-12 11:23:39
1800,510,anomaly,high,detected,AI anomaly: prolonged inactivity 65 min,26.182935,91.753493,,2026-08-14 07:49:16,,,
1801,510,anomaly,high,detected,AI anomaly: prolonged inactivity 180 min,27.584621,91.857586,,2026-08-16 09:32:27,,,
1802,510,anomaly,high,resolved,AI anomaly: prolonged inactivity 52 min,27.585099,91.858182,11,2026-08-17 07:30:45,2026-08-17 07:31:21,2026-08-17 07:34:59,2026-08-17 07:44:16
1803,512,anomaly,high,resolved,AI anomaly: prolonged inactivity 430 min,26.112764,91.633404,16,2026-07-30 14:06:08,2026-07-30 14:06:46,2026-07-30 14:11:16,2026-07-30 14:13:56
1804,512,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.119542,91.6496,22,2026-07-30 14:12:17,2026-07-30 14:12:54,2026-07-30 14:19:15,2026-07-30 14:29:13
1805,512,anomaly,high,resolved,AI anomaly: prolonged inactivity 59 min,26.111055,91.628008,6,2026-07-31 07:52:24,2026-07-31 07:55:13,2026-07-31 07:56:05,2026-07-31 08:36:00
1806,512,anomaly,high,resolved,AI anomaly: prolonged inactivity 191 min,26.232685,92.081228,10,2026-08-01 10:04:39,2026-08-01 10:06:34,2026-08-01 10:08:05,2026-08-01 10:17:32
1807,513,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 64 min,26.178355,91.753052,,2026-09-04 07:45:30,2026-09-04 07:46:24,,
1808,514,anomaly,high,dispatched,AI anomaly: prolonged inactivity 71 min,23.832639,91.286945,20,2026-08-04 08:04:46,2026-08-04 08:06:36,2026-08-04 08:13:24,
1809,514,anomaly,high,resolved,AI anomaly: prolonged inactivity 50 min,23.833056,91.286498,14,2026-08-06 07:46:14,2026-08-06 07:47:31,2026-08-06 07:50:44,2026-08-06 08:31:54
1810,514,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 466 min,24.817818,93.93775,,2026-08-07 14:17:15,2026-08-07 14:21:20,,
1811,514,anomaly,high,resolved,AI anomaly: prolonged inactivity 436 min,26.577758,93.171836,18,2026-08-12 14:09:37,2026-08-12 14:10:46,2026-08-12 14:11:45,2026-08-12 14:28:34
1812,514,geofence,critical,resolved,Restricted-zone entry: Kaziranga Core Zone,26.578296,93.171624,10,2026-08-12 14:14:47,2026-08-12 14:20:19,2026-08-12 14:24:36,2026-08-12 14:38:38
1813,514,anomaly,high,resolved,AI anomaly: prolonged inactivity 85 min,26.577436,93.171553,8,2026-08-14 08:01:36,2026-08-14 08:02:14,2026-08-14 08:02:59,2026-08-14 08:07:51
1814,514,anomaly,high,resolved,AI anomaly: prolonged inactivity 69 min,26.57771,93.171301,13,2026-08-15 08:00:23,2026-08-15 08:01:28,2026-08-15 08:23:04,2026-08-15 08:34:37
1815,517,anomaly,high,resolved,AI anomaly: prolonged inactivity 213 min,26.108216,91.584126,17,2026-07-25 10:03:21,2026-07-25 10:04:45,2026-07-25 10:07:00,2026-07-25 10:25:09
1816,518,geofence,critical,resolved,Restricted-zone entry: Kaziranga Core Zone,26.57841,93.171239,2,2026-08-27 07:49:39,2026-08-27 07:52:10,2026-08-27 08:01:37,2026-08-27 09:11:11
1817,518,anomaly,high,resolved,AI anomaly: prolonged inactivity 73 min,26.578764,93.170308,1,2026-08-28 07:59:53,2026-08-28 08:04:09,2026-08-28 08:08:43,2026-08-28 08:15:26
1818,518,anomaly,high,resolved,AI anomaly: prolonged inactivity 65 min,26.578766,93.169483,13,2026-08-29 07:56:15,2026-08-29 07:56:48,2026-08-29 07:57:37,2026-08-29 08:05:49
1819,518,anomaly,high,resolved,AI anomaly: prolonged inactivity 408 min,25.675757,94.109846,21,2026-08-31 13:21:03,2026-08-31 13:23:35,2026-08-31 13:24:55,2026-08-31 13:52:48
1820,518,anomaly,high,resolved,AI anomaly: prolonged inactivity 76 min,25.675017,94.109289,20,2026-09-01 08:03:50,2026-09-01 08:06:47,2026-09-01 08:10:36,2026-09-01 08:47:19
1821,518,anomaly,high,resolved,AI anomaly: prolonged inactivity 48 min,25.675477,94.110206,17,2026-09-02 07:30:02,2026-09-02 07:31:55,2026-09-02 07:33:05,2026-09-02 07:54:54
1822,518,anomaly,high,detected,AI anomaly: prolonged inactivity 169 min,23.830976,91.286592,,2026-09-03 09:21:49,,,
1823,518,anomaly,high,dispatched,AI anomaly: prolonged inactivity 48 min,23.831489,91.286634,5,2026-09-04 07:45:42,2026-09-04 07:47:22,2026-09-04 07:47:56,
1824,518,anomaly,high,resolved,AI anomaly: prolonged inactivity 65 min,23.831091,91.285925,7,2026-09-05 07:46:22,2026-09-05 07:47:23,2026-09-05 07:49:19,2026-09-05 08:07:35
1825,519,anomaly,high,resolved,AI anomaly: prolonged inactivity 904 min,26.110915,91.635961,20,2026-07-29 21:55:51,2026-07-29 21:57:11,2026-07-29 21:59:07,2026-07-29 22:19:30
1826,519,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.119552,91.64963,8,2026-07-29 22:00:22,2026-07-29 22:03:37,2026-07-29 22:04:29,2026-07-29 22:20:29
1827,519,anomaly,high,resolved,AI anomaly: prolonged inactivity 1316 min,26.178928,91.784587,13,2026-07-31 04:51:38,2026-07-31 04:52:24,2026-07-31 04:55:41,2026-07-31 05:11:25
1828,519,anomaly,high,resolved,AI anomaly: prolonged inactivity 1181 min,25.934252,91.434057,17,2026-08-02 02:19:53,2026-08-02 02:26:58,2026-08-02 02:28:13,2026-08-02 02:41:36
1829,520,anomaly,high,dispatched,AI anomaly: prolonged inactivity 49 min,26.25062,91.515989,17,2026-07-28 07:58:55,2026-07-28 08:00:20,2026-07-28 08:02:27,
1830,520,anomaly,high,resolved,AI anomaly: prolonged inactivity 274 min,26.171244,91.768754,1,2026-07-30 11:17:29,2026-07-30 11:31:21,2026-07-30 11:32:02,2026-07-30 12:23:16
1831,520,geofence,critical,resolved,Restricted-zone entry: Riverside Restricted Area,26.175507,91.777948,15,2026-07-30 11:20:34,2026-07-30 11:23:17,2026-07-30 11:24:17,2026-07-30 12:05:38
1832,520,sos,critical,resolved,"SOS triggered by Mridula Banerjee: Stuck on the cliff edge, the path collapsed behind me.",26.167002,91.75959,4,2026-07-31 11:07:38,2026-07-31 11:08:10,2026-07-31 11:10:02,2026-07-31 11:27:56
1833,521,anomaly,high,resolved,AI anomaly: prolonged inactivity 446 min,25.59633,91.891877,18,2026-08-02 14:11:06,2026-08-02 14:12:06,2026-08-02 14:12:56,2026-08-02 14:32:32
1834,521,anomaly,high,resolved,AI anomaly: prolonged inactivity 46 min,25.595504,91.892563,13,2026-08-03 07:44:33,2026-08-03 07:45:05,2026-08-03 07:48:32,2026-08-03 09:21:24
1835,521,anomaly,high,resolved,AI anomaly: prolonged inactivity 225 min,25.280304,91.686699,19,2026-08-04 10:30:34,2026-08-04 10:32:16,2026-08-04 10:32:53,2026-08-04 10:35:41
