id,incident_id,status,note,timestamp
6256,1731,acknowledged,Acknowledged by control room,2026-08-07 12:12:57
6257,1731,dispatched,Auto-dispatched to Unit Charlie-2 (Geetanagar Police Station),2026-08-07 12:31:46
6258,1731,resolved,"Escorted out of restricted area, advisory issued",2026-08-07 12:59:56
6259,1732,detected,Restricted-zone entry: Kaziranga Core Zone,2026-08-07 12:06:28
6260,1732,acknowledged,Acknowledged by control room,2026-08-07 12:07:12
6261,1732,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-08-07 12:11:48
6262,1732,resolved,False positive - tourist confirmed movement by phone,2026-08-07 13:56:29
6263,1733,detected,AI anomaly: prolonged inactivity 72 min,2026-08-08 07:53:07
6264,1733,acknowledged,Acknowledged by control room,2026-08-08 07:53:35
6265,1733,dispatched,Auto-dispatched to Unit Foxtrot-3 (Satgaon Police Station),2026-08-08 07:55:15
6266,1733,resolved,"Escorted out of restricted area, advisory issued",2026-08-08 09:07:54
6267,1734,detected,AI anomaly: abnormal speed 142 km/h (possible vehicle abduction),2026-08-09 13:02:10
6268,1734,acknowledged,Acknowledged by control room,2026-08-09 13:03:09
6269,1734,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-09 13:05:02
6270,1734,resolved,Medical assistance provided on site,2026-08-09 14:07:01
6271,1735,detected,AI anomaly: prolonged inactivity 56 min,2026-08-11 07:26:38
6272,1735,acknowledged,Acknowledged by control room,2026-08-11 07:29:12
6273,1735,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-11 07:29:43
6274,1735,resolved,Handed over to the tourist's emergency contact,2026-08-11 08:06:51
6275,1736,detected,AI anomaly: prolonged inactivity 234 min,2026-08-12 10:49:42
6276,1736,acknowledged,Acknowledged by control room,2026-08-12 10:51:50
6277,1736,dispatched,Auto-dispatched to Unit Charlie-2 (Geetanagar Police Station),2026-08-12 10:55:51
6278,1736,resolved,False positive - tourist confirmed movement by phone,2026-08-12 11:00:39
6279,1737,detected,AI anomaly: prolonged inactivity 61 min,2026-08-13 07:31:25
6280,1737,acknowledged,Acknowledged by control room,2026-08-13 07:34:30
6281,1737,dispatched,Auto-dispatched to Unit Echo-2 (Azara Police Station),2026-08-13 07:40:05
6282,1737,resolved,False positive - tourist confirmed movement by phone,2026-08-13 07:59:18
6283,1738,detected,AI anomaly: prolonged inactivity 429 min,2026-08-14 13:48:51
6284,1738,acknowledged,Acknowledged by control room,2026-08-14 13:50:17
6285,1738,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-14 13:54:55
6286,1738,resolved,"Recovered belongings, FIR registered at the local station",2026-08-14 14:14:38
6287,1739,detected,AI anomaly: prolonged inactivity 67 min,2026-08-15 07:39:35
6288,1739,acknowledged,Acknowledged by control room,2026-08-15 07:48:46
6289,1739,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-08-15 07:49:04
6290,1739,resolved,Medical assistance provided on site,2026-08-15 07:58:45
6291,1740,detected,Restricted-zone entry: Cherrapunji Cliff Edge,2026-08-18 07:29:20
6292,1740,acknowledged,Acknowledged by control room,2026-08-18 07:30:08
6293,1740,dispatched,Auto-dispatched to Unit Golf-1 (Pragjyotishpur Police Station),2026-08-18 07:31:37
6294,1741,detected,AI anomaly: prolonged inactivity 162 min,2026-08-19 09:26:14
6295,1741,acknowledged,Acknowledged by control room,2026-08-19 09:35:26
6296,1741,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-19 09:47:33
6297,1741,resolved,"Recovered belongings, FIR registered at the local station",2026-08-19 10:56:41
6298,1742,detected,Restricted-zone entry: Dawki Border Belt,2026-08-19 09:43:23
6299,1742,acknowledged,Acknowledged by control room,2026-08-19 09:44:17
6300,1742,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-19 09:45:15
6301,1742,resolved,"Recovered belongings, FIR registered at the local station",2026-08-19 09:56:50
6302,1743,detected,AI anomaly: prolonged inactivity 77 min,2026-08-20 07:51:30
6303,1743,acknowledged,Acknowledged by control room,2026-08-20 07:54:53
6304,1743,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-08-20 08:05:12
6305,1743,resolved,"Escorted out of restricted area, advisory issued",2026-08-20 08:15:02
6306,1744,detected,AI anomaly: prolonged inactivity 487 min,2026-08-21 14:42:50
6307,1744,acknowledged,Acknowledged by control room,2026-08-21 14:44:18
6308,1744,dispatched,Auto-dispatched to Unit Echo-1 (Gorchuk Police Station),2026-08-21 14:46:28
6309,1744,resolved,False positive - tourist confirmed movement by phone,2026-08-21 15:16:34
6310,1745,detected,Restricted-zone entry: Deepor Beel Wetland Edge,2026-08-14 08:52:53
6311,1746,detected,AI anomaly: prolonged inactivity 46 min,2026-08-15 07:27:36
6312,1746,acknowledged,Acknowledged by control room,2026-08-15 07:28:26
6313,1747,detected,AI anomaly: prolonged inactivity 309 min,2026-08-16 12:02:50
6314,1747,acknowledged,Acknowledged by control room,2026-08-16 12:03:26
6315,1747,dispatched,Auto-dispatched to Unit Foxtrot-1 (Hatigaon Police Station),2026-08-16 12:04:34
6316,1747,resolved,"Escorted out of restricted area, advisory issued",2026-08-16 12:26:12
6317,1748,detected,AI anomaly: prolonged inactivity 329 min,2026-08-17 12:19:29
6318,1748,acknowledged,Acknowledged by control room,2026-08-17 12:19:50
6319,1748,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-17 12:25:03
6320,1748,resolved,"Recovered belongings, FIR registered at the local station",2026-08-17 12:29:50
6321,1749,detected,AI anomaly: prolonged inactivity 433 min,2026-08-18 14:01:04
6322,1750,detected,AI anomaly: prolonged inactivity 62 min,2026-07-26 07:37:30
6323,1750,acknowledged,Acknowledged by control room,2026-07-26 07:38:39
6324,1750,dispatched,Auto-dispatched to Unit Hotel-2 (Khanapara Traffic Outpost),2026-07-26 07:39:44
6325,1750,resolved,Handed over to the tourist's emergency contact,2026-07-26 08:08:29
6326,1751,detected,AI anomaly: prolonged inactivity 301 min,2026-07-27 11:34:40
6327,1751,acknowledged,Acknowledged by control room,2026-07-27 11:37:05
6328,1751,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-07-27 11:40:42
6329,1751,resolved,"Recovered belongings, FIR registered at the local station",2026-07-27 13:04:52
6330,1752,detected,AI anomaly: prolonged inactivity 246 min,2026-07-28 11:00:59
6331,1752,acknowledged,Acknowledged by control room,2026-07-28 11:02:43
6332,1752,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-07-28 11:04:50
6333,1752,resolved,"Recovered belongings, FIR registered at the local station",2026-07-28 11:53:30
6334,1753,detected,AI anomaly: prolonged inactivity 189 min,2026-07-29 10:03:46
6335,1753,acknowledged,Acknowledged by control room,2026-07-29 10:08:06
6336,1753,dispatched,Auto-dispatched to Unit Foxtrot-1 (Hatigaon Police Station),2026-07-29 10:09:07
6337,1753,resolved,"Escorted out of restricted area, advisory issued",2026-07-29 10:13:18
6338,1754,detected,AI anomaly: prolonged inactivity 314 min,2026-08-26 12:10:20
6339,1754,acknowledged,Acknowledged by control room,2026-08-26 12:11:54
6340,1754,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-08-26 12:13:11
6341,1754,resolved,Handed over to the tourist's emergency contact,2026-08-26 12:40:23
6342,1755,detected,AI anomaly: prolonged inactivity 60 min,2026-08-25 07:32:57
6343,1755,acknowledged,Acknowledged by control room,2026-08-25 07:33:40
6344,1755,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-08-25 07:35:55
6345,1755,resolved,Tourist located and confirmed safe,2026-08-25 07:46:17
6346,1756,detected,AI anomaly: prolonged inactivity 382 min,2026-08-26 13:22:07
6347,1756,acknowledged,Acknowledged by control room,2026-08-26 13:22:57
6348,1756,dispatched,Auto-dispatched to Unit Hotel-2 (Khanapara Traffic Outpost),2026-08-26 13:24:55
6349,1757,detected,AI anomaly: prolonged inactivity 54 min,2026-08-27 07:27:44
6350,1757,acknowledged,Acknowledged by control room,2026-08-27 07:29:22
6351,1757,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-27 07:31:40
6352,1757,resolved,Medical assistance provided on site,2026-08-27 07:54:33
6353,1758,detected,AI anomaly: prolonged inactivity 56 min,2026-08-28 07:42:21
6354,1758,acknowledged,Acknowledged by control room,2026-08-28 07:43:04
6355,1758,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-28 07:43:51
6356,1758,resolved,"Recovered belongings, FIR registered at the local station",2026-08-28 07:49:35
6357,1759,detected,AI anomaly: prolonged inactivity 166 min,2026-08-29 09:34:32
6358,1759,acknowledged,Acknowledged by control room,2026-08-29 09:35:52
6359,1759,dispatched,Auto-dispatched to Unit Bravo-1 (Panbazar Police Station),2026-08-29 09:41:13
6360,1759,resolved,Handed over to the tourist's emergency contact,2026-08-29 10:02:01
6361,1760,detected,AI anomaly: prolonged inactivity 50 min,2026-08-30 07:44:04
6362,1760,acknowledged,Acknowledged by control room,2026-08-30 07:46:55
6363,1760,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-30 07:47:42
6364,1760,resolved,"Escorted out of restricted area, advisory issued",2026-08-30 08:16:50
6365,1761,detected,AI anomaly: prolonged inactivity 495 min,2026-09-02 14:51:44
6366,1761,acknowledged,Acknowledged by control room,2026-09-02 14:53:55
6367,1761,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-09-02 14:58:10
6368,1761,resolved,Tourist located and confirmed safe,2026-09-02 15:09:10
6369,1762,detected,AI anomaly: prolonged inactivity 47 min,2026-08-26 07:22:35
6370,1762,acknowledged,Acknowledged by control room,2026-08-26 07:24:20
6371,1762,dispatched,Auto-dispatched to Unit Foxtrot-1 (Hatigaon Police Station),2026-08-26 07:25:13
6372,1763,detected,AI anomaly: prolonged inactivity 262 min,2026-08-28 11:12:46
6373,1763,acknowledged,Acknowledged by control room,2026-08-28 11:13:44
6374,1763,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-08-28 11:15:13
6375,1763,resolved,Medical assistance provided on site,2026-08-28 11:23:24
6376,1764,detected,AI anomaly: prolonged inactivity 55 min,2026-08-29 07:40:39
6377,1764,acknowledged,Acknowledged by control room,2026-08-29 07:44:35
6378,1764,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-29 07:47:06
6379,1765,detected,AI anomaly: prolonged inactivity 478 min,2026-08-31 14:55:31
6380,1765,acknowledged,Acknowledged by control room,2026-08-31 14:57:10
6381,1765,dispatched,Auto-dispatched to Unit Charlie-2 (Geetanagar Police Station),2026-08-31 15:05:59
6382,1765,resolved,False positive - tourist confirmed movement by phone,2026-08-31 15:35:27
6383,1766,detected,Restricted-zone entry: Dawki Border Belt,2026-08-31 15:08:50
6384,1766,acknowledged,Acknowledged by control room,2026-08-31 15:12:02
6385,1766,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-31 15:22:51
6386,1766,resolved,False positive - tourist confirmed movement by phone,2026-08-31 16:36:18
6387,1767,detected,AI anomaly: prolonged inactivity 46 min,2026-09-02 07:35:50
6388,1767,acknowledged,Acknowledged by control room,2026-09-02 07:37:24
6389,1767,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-09-02 07:59:19
6390,1767,resolved,Tourist located and confirmed safe,2026-09-02 08:19:14
6391,1768,detected,Restricted-zone entry: Cherrapunji Cliff Edge,2026-09-04 07:59:11
6392,1768,acknowledged,Acknowledged by control room,2026-09-04 08:01:43
6393,1768,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-09-04 08:04:10
6394,1768,resolved,Tourist located and confirmed safe,2026-09-04 08:06:44
6395,1769,detected,AI anomaly: prolonged inactivity 165 min,2026-09-05 09:35:27
6396,1769,acknowledged,Acknowledged by control room,2026-09-05 09:38:08
6397,1769,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-09-05 09:40:30
6398,1769,resolved,Medical assistance provided on site,2026-09-05 09:46:20
6399,1770,detected,AI anomaly: prolonged inactivity 290 min,2026-08-24 11:21:53
6400,1770,acknowledged,Acknowledged by control room,2026-08-24 11:22:40
6401,1770,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-24 11:28:07
6402,1770,resolved,False positive - tourist confirmed movement by phone,2026-08-24 11:55:36
6403,1771,detected,Restricted-zone entry: Deepor Beel Wetland Edge,2026-08-24 12:25:00
6404,1771,acknowledged,Acknowledged by control room,2026-08-24 12:27:14
6405,1771,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-24 12:37:54
6406,1771,resolved,Tourist located and confirmed safe,2026-08-24 12:53:53
6407,1772,detected,AI anomaly: prolonged inactivity 359 min,2026-08-25 12:43:42
6408,1772,acknowledged,Acknowledged by control room,2026-08-25 12:44:55
6409,1772,dispatched,Auto-dispatched to Unit Charlie-2 (Geetanagar Police Station),2026-08-25 12:53:23
6410,1772,resolved,"Recovered belongings, FIR registered at the local station",2026-08-25 13:09:03
6411,1773,detected,AI anomaly: prolonged inactivity 378 min,2026-07-23 12:55:43
6412,1774,detected,AI anomaly: prolonged inactivity 446 min,2026-07-24 14:27:48
6413,1774,acknowledged,Acknowledged by control room,2026-07-24 14:28:15
6414,1774,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-07-24 14:28:28
6415,1774,resolved,Tourist located and confirmed safe,2026-07-24 14:31:48
6416,1775,detected,AI anomaly: prolonged inactivity 59 min,2026-08-09 07:38:38
6417,1775,acknowledged,Acknowledged by control room,2026-08-09 07:38:55
6418,1775,dispatched,Auto-dispatched to Unit Echo-1 (Gorchuk Police Station),2026-08-09 07:39:13
6419,1775,resolved,Medical assistance provided on site,2026-08-09 07:42:53
6420,1776,detected,AI anomaly: unusual movement pattern,2026-09-05 07:09:35
6421,1776,acknowledged,Acknowledged by control room,2026-09-05 07:09:59
6422,1776,dispatched,Auto-dispatched to Unit Hotel-2 (Khanapara Traffic Outpost),2026-09-05 07:11:30
6423,1776,resolved,"Recovered belongings, FIR registered at the local station",2026-09-05 07:22:33
6424,1777,detected,AI anomaly: prolonged inactivity 873 min,2026-08-09 21:13:30
6425,1777,acknowledged,Acknowledged by control room,2026-08-09 21:16:05
6426,1777,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-09 21:16:39
6427,1777,resolved,Handed over to the tourist's emergency contact,2026-08-09 21:22:25
6428,1778,detected,AI anomaly: prolonged inactivity 872 min,2026-08-10 21:11:05
6429,1778,acknowledged,Acknowledged by control room,2026-08-10 21:15:20
6430,1778,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-10 21:16:07
6431,1778,resolved,Medical assistance provided on site,2026-08-10 21:28:56
6432,1779,detected,AI anomaly: abnormal speed 148 km/h (possible vehicle abduction),2026-08-26 07:15:26
6433,1779,acknowledged,Acknowledged by control room,2026-08-26 07:17:07
6434,1779,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-26 07:22:24
6435,1779,resolved,Handed over to the tourist's emergency contact,2026-08-26 07:49:51
6436,1780,detected,AI anomaly: prolonged inactivity 230 min,2026-08-27 10:24:22
6437,1780,acknowledged,Acknowledged by control room,2026-08-27 10:26:50
6438,1780,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-27 10:30:29
6439,1780,resolved,Handed over to the tourist's emergency contact,2026-08-27 11:09:25
6440,1781,detected,AI anomaly: prolonged inactivity 67 min,2026-08-28 07:58:09
6441,1781,acknowledged,Acknowledged by control room,2026-08-28 07:58:27
6442,1781,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-28 07:58:41
6443,1781,resolved,Medical assistance provided on site,2026-08-28 08:27:35
6444,1782,detected,AI anomaly: prolonged inactivity 471 min,2026-08-10 14:46:06
6445,1782,acknowledged,Acknowledged by control room,2026-08-10 14:47:09
6446,1782,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-10 14:48:45
6447,1783,detected,AI anomaly: prolonged inactivity 77 min,2026-08-11 07:55:36
6448,1783,acknowledged,Acknowledged by control room,2026-08-11 07:57:30
6449,1783,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-11 07:59:48
6450,1784,detected,AI anomaly: prolonged inactivity 145 min,2026-08-12 09:26:31
6451,1784,acknowledged,Acknowledged by control room,2026-08-12 09:27:06
6452,1784,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-12 09:28:00
6453,1785,detected,AI anomaly: prolonged inactivity 209 min,2026-08-14 10:22:17
6454,1785,acknowledged,Acknowledged by control room,2026-08-14 10:22:54
6455,1785,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-14 10:23:55
6456,1785,resolved,Handed over to the tourist's emergency contact,2026-08-14 10:25:42
6457,1786,detected,AI anomaly: prolonged inactivity 190 min,2026-08-29 09:57:38
6458,1786,acknowledged,Acknowledged by control room,2026-08-29 09:58:05
6459,1786,dispatched,Auto-dispatched to Unit Echo-2 (Azara Police Station),2026-08-29 10:00:27
6460,1786,resolved,Medical assistance provided on site,2026-08-29 10:02:56
6461,1787,detected,AI anomaly: prolonged inactivity 336 min,2026-09-03 12:13:36
6462,1787,acknowledged,Acknowledged by control room,2026-09-03 12:18:14
6463,1787,dispatched,Auto-dispatched to Unit Bravo-1 (Panbazar Police Station),2026-09-03 12:19:00
6464,1787,resolved,"Escorted out of restricted area, advisory issued",2026-09-03 12:34:21
6465,1788,detected,Restricted-zone entry: Dawki Border Belt,2026-08-26 07:46:52
6466,1788,acknowledged,Acknowledged by control room,2026-08-26 07:47:34
6467,1788,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-08-26 07:49:49
6468,1788,resolved,Handed over to the tourist's emergency contact,2026-08-26 08:39:53
6469,1789,detected,AI anomaly: prolonged inactivity 60 min,2026-08-27 07:40:01
6470,1790,detected,AI anomaly: prolonged inactivity 54 min,2026-08-28 07:29:46
6471,1790,acknowledged,Acknowledged by control room,2026-08-28 07:31:02
6472,1790,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-28 07:32:31
6473,1790,resolved,Tourist located and confirmed safe,2026-08-28 08:03:37
6474,1791,detected,AI anomaly: prolonged inactivity 194 min,2026-08-29 10:10:59
6475,1791,acknowledged,Acknowledged by control room,2026-08-29 10:11:24
6476,1791,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-08-29 10:13:31
6477,1791,resolved,Handed over to the tourist's emergency contact,2026-08-29 10:22:30
6478,1792,detected,Restricted-zone entry: Cherrapunji Cliff Edge,2026-08-29 10:10:59
6479,1792,acknowledged,Acknowledged by control room,2026-08-29 10:12:03
6480,1792,dispatched,Auto-dispatched to Unit Golf-1 (Pragjyotishpur Police Station),2026-08-29 10:14:11
6481,1792,resolved,Tourist located and confirmed safe,2026-08-29 10:28:27
6482,1793,detected,AI anomaly: prolonged inactivity 45 min,2026-08-30 07:16:46
6483,1793,acknowledged,Acknowledged by control room,2026-08-30 07:17:40
6484,1793,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-08-30 07:18:39
6485,1793,resolved,Medical assistance provided on site,2026-08-30 07:23:00
6486,1794,detected,AI anomaly: prolonged inactivity 51 min,2026-08-31 07:35:01
6487,1794,acknowledged,Acknowledged by control room,2026-08-31 07:35:38
6488,1794,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-31 07:38:16
6489,1794,resolved,"Recovered belongings, FIR registered at the local station",2026-08-31 07:50:42
6490,1795,detected,AI anomaly: prolonged inactivity 223 min,2026-09-01 10:19:16
6491,1795,acknowledged,Acknowledged by control room,2026-09-01 10:25:14
6492,1795,dispatched,Auto-dispatched to Unit Bravo-1 (Panbazar Police Station),2026-09-01 10:26:10
6493,1795,resolved,"Escorted out of restricted area, advisory issued",2026-09-01 10:47:12
6494,1796,detected,AI anomaly: prolonged inactivity 48 min,2026-08-09 07:32:09
6495,1797,detected,AI anomaly: prolonged inactivity 55 min,2026-08-10 07:31:46
6496,1797,acknowledged,Acknowledged by control room,2026-08-10 07:33:10
6497,1797,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-08-10 07:34:28
6498,1797,resolved,"Escorted out of restricted area, advisory issued",2026-08-10 09:11:23
6499,1798,detected,AI anomaly: prolonged inactivity 79 min,2026-08-11 07:50:10
6500,1798,acknowledged,Acknowledged by control room,2026-08-11 07:50:19
6501,1798,dispatched,Auto-dispatched to Unit Foxtrot-1 (Hatigaon Police Station),2026-08-11 07:52:35
6502,1798,resolved,Handed over to the tourist's emergency contact,2026-08-11 07:59:26
6503,1799,detected,AI anomaly: prolonged inactivity 267 min,2026-08-12 11:14:51
6504,1799,acknowledged,Acknowledged by control room,2026-08-12 11:16:56
6505,1799,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-08-12 11:18:07
6506,1799,resolved,Medical assistance provided on site,2026-08-12 11:23:39
6507,1800,detected,AI anomaly: prolonged inactivity 65 min,2026-08-14 07:49:16
6508,1801,detected,AI anomaly: prolonged inactivity 180 min,2026-08-16 09:32:27
6509,1802,detected,AI anomaly: prolonged inactivity 52 min,2026-08-17 07:30:45
6510,1802,acknowledged,Acknowledged by control room,2026-08-17 07:31:21
6511,1802,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-17 07:34:59
6512,1802,resolved,"Escorted out of restricted area, advisory issued",2026-08-17 07:44:16
6513,1803,detected,AI anomaly: prolonged inactivity 430 min,2026-07-30 14:06:08
6514,1803,acknowledged,Acknowledged by control room,2026-07-30 14:06:46
6515,1803,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-07-30 14:11:16
6516,1803,resolved,Handed over to the tourist's emergency contact,2026-07-30 14:13:56
6517,1804,detected,Restricted-zone entry: Deepor Beel Wetland Edge,2026-07-30 14:12:17
6518,1804,acknowledged,Acknowledged by control room,2026-07-30 14:12:54
6519,1804,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-07-30 14:19:15
6520,1804,resolved,"Escorted out of restricted area, advisory issued",2026-07-30 14:29:13
6521,1805,detected,AI anomaly: prolonged inactivity 59 min,2026-07-31 07:52:24
6522,1805,acknowledged,Acknowledged by control room,2026-07-31 07:55:13
6523,1805,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-07-31 07:56:05
6524,1805,resolved,False positive - tourist confirmed movement by phone,2026-07-31 08:36:00
6525,1806,detected,AI anomaly: prolonged inactivity 191 min,2026-08-01 10:04:39
6526,1806,acknowledged,Acknowledged by control room,2026-08-01 10:06:34
6527,1806,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-08-01 10:08:05
6528,1806,resolved,"Recovered belongings, FIR registered at the local station",2026-08-01 10:17:32
6529,1807,detected,AI anomaly: prolonged inactivity 64 min,2026-09-04 07:45:30
6530,1807,acknowledged,Acknowledged by control room,2026-09-04 07:46:24
6531,1808,detected,AI anomaly: prolonged inactivity 71 min,2026-08-04 08:04:46
6532,1808,acknowledged,Acknowledged by control room,2026-08-04 08:06:36
6533,1808,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-04 08:13:24
6534,1809,detected,AI anomaly: prolonged inactivity 50 min,2026-08-06 07:46:14
6535,1809,acknowledged,Acknowledged by control room,2026-08-06 07:47:31
6536,1809,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-06 07:50:44
6537,1809,resolved,Tourist located and confirmed safe,2026-08-06 08:31:54
6538,1810,detected,AI anomaly: prolonged inactivity 466 min,2026-08-07 14:17:15
6539,1810,acknowledged,Acknowledged by control room,2026-08-07 14:21:20
6540,1811,detected,AI anomaly: prolonged inactivity 436 min,2026-08-12 14:09:37
6541,1811,acknowledged,Acknowledged by control room,2026-08-12 14:10:46
6542,1811,dispatched,Auto-dispatched to Unit Golf-1 (Pragjyotishpur Police Station),2026-08-12 14:11:45
6543,1811,resolved,False positive - tourist confirmed movement by phone,2026-08-12 14:28:34
6544,1812,detected,Restricted-zone entry: Kaziranga Core Zone,2026-08-12 14:14:47
6545,1812,acknowledged,Acknowledged by control room,2026-08-12 14:20:19
6546,1812,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-08-12 14:24:36
6547,1812,resolved,False positive - tourist confirmed movement by phone,2026-08-12 14:38:38
6548,1813,detected,AI anomaly: prolonged inactivity 85 min,2026-08-14 08:01:36
6549,1813,acknowledged,Acknowledged by control room,2026-08-14 08:02:14
6550,1813,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-14 08:02:59
6551,1813,resolved,Handed over to the tourist's emergency contact,2026-08-14 08:07:51
6552,1814,detected,AI anomaly: prolonged inactivity 69 min,2026-08-15 08:00:23
6553,1814,acknowledged,Acknowledged by control room,2026-08-15 08:01:28
6554,1814,dispatched,Auto-dispatched to Unit Echo-2 (Azara Police Station),2026-08-15 08:23:04
6555,1814,resolved,Tourist located and confirmed safe,2026-08-15 08:34:37
6556,1815,detected,AI anomaly: prolonged inactivity 213 min,2026-07-25 10:03:21
6557,1815,acknowledged,Acknowledged by control room,2026-07-25 10:04:45
6558,1815,dispatched,Auto-dispatched to Unit Foxtrot-3 (Satgaon Police Station),2026-07-25 10:07:00
6559,1815,resolved,False positive - tourist confirmed movement by phone,2026-07-25 10:25:09
6560,1816,detected,Restricted-zone entry: Kaziranga Core Zone,2026-08-27 07:49:39
6561,1816,acknowledged,Acknowledged by control room,2026-08-27 07:52:10
6562,1816,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-08-27 08:01:37
6563,1816,resolved,False positive - tourist confirmed movement by phone,2026-08-27 09:11:11
6564,1817,detected,AI anomaly: prolonged inactivity 73 min,2026-08-28 07:59:53
6565,1817,acknowledged,Acknowledged by control room,2026-08-28 08:04:09
6566,1817,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-08-28 08:08:43
6567,1817,resolved,"Recovered belongings, FIR registered at the local station",2026-08-28 08:15:26
6568,1818,detected,AI anomaly: prolonged inactivity 65 min,2026-08-29 07:56:15
6569,1818,acknowledged,Acknowledged by control room,2026-08-29 07:56:48
6570,1818,dispatched,Auto-dispatched to Unit Echo-2 (Azara Police Station),2026-08-29 07:57:37
6571,1818,resolved,Medical assistance provided on site,2026-08-29 08:05:49
6572,1819,detected,AI anomaly: prolonged inactivity 408 min,2026-08-31 13:21:03
6573,1819,acknowledged,Acknowledged by control room,2026-08-31 13:23:35
6574,1819,dispatched,Auto-dispatched to Unit Hotel-2 (Khanapara Traffic Outpost),2026-08-31 13:24:55
6575,1819,resolved,Handed over to the tourist's emergency contact,2026-08-31 13:52:48
6576,1820,detected,AI anomaly: prolonged inactivity 76 min,2026-09-01 08:03:50
6577,1820,acknowledged,Acknowledged by control room,2026-09-01 08:06:47
6578,1820,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-09-01 08:10:36
6579,1820,resolved,Tourist located and confirmed safe,2026-09-01 08:47:19
6580,1821,detected,AI anomaly: prolonged inactivity 48 min,2026-09-02 07:30:02
6581,1821,acknowledged,Acknowledged by control room,2026-09-02 07:31:55
